,index,Premise 1,Conclusion,Premise 1_f1
1229,2478,The boss ordered the destruction of nuclear bomb.,The boss violated the peace treaty between two major powers.,0.9044527411460876
1230,2479,explosive volcanic eruptions release carbon dioxide,explosive volcanic eruptions provide a deep source of carbon for biogeochemical cycles,0.9754133820533752
1231,2483,Coca-Cola was a popular source of carbonated beverages.,Coca-Cola became favorable between American soldiers in the 40s.,0.9610060453414916
1232,2484,Autodesk introduced computer-aided design (CAD) in 1988.,Autodesk ruled out old paper oriented design procedures.,0.91120707988739
1233,2485,it is impossible for small businesses to survive by borrowing,"in a recession,it is impossible for small businesses to survive by borrowing",0.936917781829834
1234,2486,Some of the most harmful drone-related hijacks involve computer hacking,Some of the most harmful drone-related hijacks include damage to digital information,0.9999998807907104
1235,2487,Low-temperature sources might bring in additional expenditure for the extra capacity to ensure sufficient power is available in low-water years,Hydroelectric generation might bring in additional expenditure for the extra capacity to ensure sufficient power is available in low-water years,0.9610280990600586
1236,2489,Scientists have found a chemical material called Arsenic.,Scientists have found a chemical material that can be used to kill plants and small animals in cigarette smoke.,0.9090713858604432
1237,2490,Cocoa and dark chocolate contain antioxidants,Cocoa and dark chocolate are known to prevent cancer,0.966916561126709
1238,2495,working out increases your heart rate,working out is one of the core factors that can have an impact on your resstorative sleep,0.958376944065094
1239,2496,Dexter saw his mother brutally butchered.,Dexter has physcological disorders .,0.9674931168556212
1240,2501,"When small intestine is damaged, it shortens or flattens the villi.","When people with celiac disease eat gluten, it shortens or flattens the villi.",0.963310182094574
1241,2503,The construction abilities of factory farming are quite high,The construction abilities of factory farming are important in areas where the outdoor conditions are a struggle,0.9339654445648192
1242,2513,Benjamin Button was born with strange disorder.,Benjamin Button was not welcomed by common people.,0.9999998807907104
1243,2514,parents spend a lot of money on education.,parents spend a lot of money on  getting good marks in progressive countries.,0.962483286857605
1244,2515,Flavonols help reducing risk of cardiovascular disease.,Drak chocolates help reducing risk of cardiovascular disease.,0.9461723566055298
1245,2521,Seven hundred six of the adults developed dementia.,Seven hundred six of the adults developed a condition that causes a decrease in a person's thinking ability during the seven years of the study.,0.962043523788452
1246,2522,complicated consumption control can lead to an unhealthy lifestyle,complicated consumption control can lead to an affected individual having a very strong urge to drink alcohol,0.9025179147720336
1247,2524,The shrine attracts Shia society from all around the world.,Mashhad attracts Shia society from all around the world.,0.9641122817993164
1248,2525,Cleanliness cleans the environment., Scavengers cleans the environment.,0.9364315867424012
1249,2526,Laughter may occure when a young baby releases release mechanism.,"Laughter may occure when a young baby confronts an ambiguous, threatening scenario.",0.9135806560516356
1250,2527,Reliability requires being accurate and exact.,Reliability requires honesty and hard work.,0.9750308990478516
1251,2528,it is possible for online shops to deliver each order with greater confidence,it is possible for online shops to deliver each order with greater confidence,0.9144177436828612
1252,2529,Factories may either make discrete products or chemicals that are continuously produced,"Factories may either make discrete products or chemicals, pulp and paper, or refined oil products",0.9609454274177552
1253,2532,Good indoor air quality is necessary for a healthy lifestyle,The use of sustainable materials is necessary for a healthy lifestyle,0.9556387662887572
1254,2534,High levels of humidity provide an ample food source for mold spores,Homes with humid conditions provide an ample food source for mold spores,0.9816838502883912
1255,2536,"When you watch TV, brain activity releases a surge of Endorphins.","When you watch TV, brain activity releases a surge of Endorphins.",0.9489210247993468
1256,2539,Sometimes they might crowd other teeth and sometimes they even push sideways through the gums.,Wisdom teeth can grow into a place normally but often they might crowd other teeth and sometimes they even push sideways through the gums.,0.9558820128440856
1257,2541,Oleic acid is a fatty acid.,Olive oil is believed to have beneficial effects on genes linked to cancer.,0.9107810258865356
1258,2543,"Because of the low profit margin, maintaining a restaurant is imperative to keeping a restaurant in business","Because of the low profit margin, sending employees home when business is low is imperative to keeping a restaurant in business",0.971254289150238
1259,2546,"Vitamin C maintain healthy skin, blood vessels, bones and cartilage. ","red and green peppers is important for maintaining healthy skin, blood vessels, bones and cartilage. ",0.9951933026313782
1260,2547,When you do your job with enthusiasm,"You feel happy , when you do your job with enthusiasm",0.9580814838409424
1261,2548,Studying books has a developed domain of vocabulary , Mike for certain has a developed domain of vocabulary ,0.8857702612876892
1262,2550,"When temperatures rise, ground level ozone increases ","When temperatures rise, ground level ozone increases ",0.906491219997406
1263,2551,Acupuncture requires both acquiring knowledge and physical practice,Carpentry requires both acquiring knowledge and physical practice,0.953716278076172
1264,2554,"Heat stress can make person feel weak and extremely tired. He or she may have trouble walking normally, it may also produce heat stress.","Untreated heat stress can lead to a more serious problem that make person feel weak and extremely tired. He or she may have trouble walking normally, it may also produce a feeling of sickness, a fast heartbeat, breathing problems and pain in the head, chest or stomach.",0.938632607460022
1265,2555,"when your skin secretes more sebum, it probably will result in acne. ","when your skin secretes more sebum, it probably will result in Acne. ",0.9414992332458496
1266,2558,there was a christmas tree in the house,there was a christmas tree in the house,0.9299636483192444
1267,2559,Drones can evade radar causing them to crash,Drones also open up an array of new avenues causing them to crash,0.9391408562660216
1268,2561,Your benefit percentage is likely to have a negative impact on your benefit percentage,Poorly prepared food is likely to have a negative impact on your benefit percentage,0.927493929862976
1269,2563,Floods circulate hot and cold air in the closed space.,Electronic heaters rises the temperature.,0.9435476064682008
1270,2565,Malfunction of brain is known to be a sign of dopamine deficiency.,Malfunction of brain damages the general health condition.,0.91875821352005
1271,2567,Large reservoirs formed behind dams have resulted in changes in water load,Large reservoirs formed behind dams have been in the contribution of seismic activity,0.9683070182800292
1272,2568,Eggs pose a threat for older adults,long term physical inactivity is a threat for older adults,0.9335684180259703
1273,2569, bleeding can hurt the heart  and lead to sudden death.,fungal nail infection can hurt the heart  and lead to sudden death.,0.9308833479881288
1274,2571,In U.S. sour cherries are not eaten fresh,In U.S.A sour cherries are not eaten fresh,0.9333400130271912
1275,2577,Hitler ordered the invasion of Poland.,Hitler initiated the Second World War.,0.97225421667099
1276,2580,the director is going to give me the part that I want,the director is going to give me the part,0.8897377848625183
1277,2586,"water and particulate materials produces a semi-liquid slurry that can be shaped, typically by pouring it into a form","cementitious binders produces a semi-liquid slurry that can be shaped, typically by pouring it into a form",0.9627379179000854
1278,2587,CAD creates the possibility of completely integrated design and manufacturing processes.,CAD creates the possibility of completely integrated design and manufacturing processes.,0.9571364521980286
1279,2592,"Removing cow dung from fields is important because, water runoff can carry excess nutrients.","Removing cow dung from fields is important because, water runoff can carry some of the dung into rivers and other bodies of water, polluting them with excess nutrients.",0.9643078446388244
1280,2595,Many Iranian dishes have dried herbs.,Many Iranian dishes have an aroma which makes them delicious.,0.9677892923355104
1281,2601,People with narcissistic personality disorder face problems from work and friendships to family,People with narcissistic personality disorder face  problems from work and friendships to family,0.9179442524909972
1282,2604,"Antioxidants impair the digestion and absorption of certain nutrients, such as calcium, iron, zinc, and magnesium.","Almonds also impair the digestion and absorption of certain nutrients, such as calcium, iron, zinc, and magnesium.",0.9662067890167236
1283,2605,the prolonged drought has resulted in lack of farming production,the prolonged drought has decreased people's income in this area of the country,0.9645743370056152
1284,2608,Several dismemberd individuals suffer from phantom pain.,Several dismemberd individuals suffer from pain that feels like it's coming from a body part that's no longer there.,0.9419599175453186
1285,2609,High rates of tax outcomes can lead to higher costs of living.,KCOM Group has high rates of tax outcomes.,0.9113091826438904
1286,2610,Listening to your favourite music while driving puts you in danger,Listening to your favourite music while driving puts the lives of people in danger ,0.955320119857788
1287,2617,Delivery is always a problem which people are not interested in.,Delivery is always a problem which people are not interested in online shopping.,0.9215754270553588
1288,2620,rising cotton prices saw the rise of raw cotton prices,Cheap cotton textiles saw the rise of raw cotton prices,0.9412842392921448
1289,2621,Eardrums can harm eardrums.,Headphones can harm eardrums.,0.9250884056091307
1290,2623,Digital marketing renovated the supply and demand system.,Digital marketing renovated the supply and demand system.,0.9220736622810364
1291,2624,"PVC is the world's third-most widely produced synthetic plastic polymer, after polyethylene and polypropylene.","The world's third-most widely produced synthetic plastic polymer, after polyethylene and polypropylene, is used in construction for pipe and in profile applications such as doors and windows. It is also used in making bottles, non-food packaging, and cards (such as bank or membership cards).",0.9999998807907104
1292,2625,The Hubble has helped scientists understand how planets and galaxies form..,NASA has helped scientists understand how planets and galaxies form..,0.934434413909912
1293,2626,Having a large audience has a great asset,No conclusiondox interactive has a great asset,0.9152952432632446
1294,2628,Widespread cases of plagiarism can make it difficult for universities to attract  governmental projects,Widespread cases of plagiarism can make it difficult for universities to attract  governmental projects,0.9331226348876952
1295,2629,Each baleen plate is triangular in shape.,Each baleen plate is triangular in shape which is made of a protein which also makes up our fingernails and hair.,0.9596142768859864
1296,2631,Selenium can lead to dementia.,The Mediterranean diet has been associated with a lower risk of developing Alzheimer’s disease.,0.8959891200065613
1297,2632,Water is a great source of water,Water helps with the detoxification of heavy metals,0.9251458644866944
1298,2636,The vastness of social media provides children with easy access to information,The vastness of social media provides conditions for children to bump into obscene websites,0.9135677814483644
1299,2638,"Nowadays, some plant species are popular with modern gardeners as species that are putatively succulent.","Nowadays, some plant species are popular with modern gardeners as species that are able to survive in areas of low natural rainfall",0.9673842191696168
1300,2639,Tony stark was a member of the U.S. military.,Tony stark was responsible for selling weapons to rebel arms in Middle East.,0.9198265075683594
1301,2641,Intersting with different cultures can grant tourists a remarkable insight.,silk road can grant tourists a remarkable insight.,0.8816284537315369
1302,2646,Overgrow nails can gettnig an infection.,Smoking amplifies the likelihood of gettnig an infection.,0.9001007080078125
1303,2647,Chances are that customers are going to order more,"Chances are that customers are going to order more , when they order their food online",0.9444752931594848
1304,2651,Conscientious people are more disciplined.,Conscientious people are more satisfied in their lives.,0.95446515083313
1305,2653,Sweet potatoes contain a large amount of antioxidants.,Sweet potatoes aid in the production of collagen.,0.9370452761650084
1306,2655,Exfoliation also occurs when the outer surfaces of rocks are split off in flat flakes,Exfoliation also occurs due to the stresses put on the rock by repeated expansions and contractions,0.9962646961212158
1307,2658,Safe driving is the first step in avoiding accidents.,Safe driving can change your odds of being in an accident.,0.919866383075714
1308,2659,Beyoncé had brilliant performance in her career.,Beyoncé had brilliant performance in her career.,0.9121214747428894
1309,2660,One of problems that blocked salivary glands is the lack of sufficient saliva.,One of problems that blocked salivary glands is an autoimmune condition in which the salivary glands make an insufficient amount of saliva.,0.9280359745025636
1310,2661,Cleaning the city wiped out the significant population of rats off the streets.,The mayor wiped out the significant population of rats off the streets.,0.9747357368469238
1311,2664,It's important to give children the self-esteem needed for dismissing setbacks,It's important to give children the self-esteem needed for dismissing setbacks,0.9057505130767822
1312,2665,Chinese had a permanent compass.,Chinese helped mariners to determine their direction.,0.8702801465988159
1313,2668,Financial components such as upkeep and utilities are generally lower in apartment units,Financial components such as upkeep and utilities are generally lower in apartment units,0.9474622011184692
1314,2669,High mineral density magnifies the bone density.,Adequate exposure to sunlight magnifies the bone density.,0.9410405158996582
1315,2671,Staggering break times so that each worker interact with as many co workers as possible can disrupt their social patterns.,Staggering break times so that each worker interact with as many co workers as possible influence worker's job satisfaction and productivity.,0.9668793678283693
1316,2674,Identifying purchases could provoke shoppers to spend more money,retail outlets could provoke shoppers to spend more money,0.911400556564331
1317,2675,Countries with traditionally high inflation should benefit from monetary policy,Countries with traditionally high inflation should benefit from the ECB,0.9541671872138976
1318,2677,Drinking water accumulates in different layers of the skin,Drinking water cools the body,0.9331663250923156
1319,4334,Drinking water accumulates in different layers of the skin,Drinking water cools the body,0.9331663250923156
1320,2681,Weak muscles can lead to a greater risk for falling and breaking bones,Obesity can lead to a greater risk for falling and breaking bones,0.9543711543083192
1321,2683,Iodine helps keep cells and the metabolic rate healthy.,sea fish will probably help keep cells and the metabolic rate healthy.,0.9472641944885254
1322,2684,Working out reduces acne ,Working out reduces acne ,0.904634952545166
1323,2685,Sasan is a member of Led Zeppelin band,Sasan is a fan of Led Zeppelin band,0.8666024208068848
1324,2690,"As stated by Abrams' law,increasing the water-to-cement ratio,yields a stronger, more durable concrete","As stated by Abrams' law,limiting the level of water put into the mixture,yields a stronger, more durable concrete",0.969569742679596
1325,2702,the occurence of vicious circles on the outer layers of the stratosphere alters chlorine and nitrogen chemical species in the stratospheric,Sulfate aerosols alter chlorine and nitrogen chemical species in the stratosphere,0.9704822897911072
1326,2706,Building relationships and communicating with potential customers is key to a successful business.,"Building relationships and communicating with potential customers, increases a brand's visibility.",0.9132708311080932
1327,2710,"When you stop smoking, you don't smell smoke and soot.",You'll be more confident in social situations when you stop smoking,0.9747448563575744
1328,2712,Having a variety of plants in your yard have community-wide benefits,"Planting a few flowers, trees, and shrubs have community-wide benefits",0.924924612045288
1329,2713,The Great Pyramid of Giza is a symbol of human engineering and construction.,The ancient Egyptians built a symbol of human engineering and construction.,0.9999998807907104
1330,2714,global warming can make intense storms of all types,global warming  can make intense storms of all types,0.9268065690994264
1331,2715,A good society treasures its dissidents and mavericks.,A good society treasures its dissidents and mavericks.,0.8821278810501099
1332,2719,Losing power for just a single day can lead to disconnection of all technologies used in any application.,Losing power for just a single day can be very costly for a vertical farm.,0.9824967980384828
1333,2722,"Being available at all hours attracts people who would normally pick up a product in stores, if the store were open","Another advantage of e-commerce is that you can can attract people who would normally pick up a product in stores, if the store were open",0.9750233292579652
1334,2724,Sleep deprivation has negative effect on the health.,Numerous studies have shown that increased use of social media also has negative effect on the health.,0.9328821301460266
1335,2725,Love is the first step in a relationship.,Love makes our life quite difficult.,0.9331347942352296
1336,2726,The Real is often considered No conclusioneducible to the symbolic order of lived experience. ,"An authentic, unchangeable truth is often considered No conclusioneducible to the symbolic order of lived experience. ",0.9301179051399232
1337,2729,Critical thinking is the ability to think clearly and rationally about what to do or what to believe.,The ability to think clearly and rationally about what to do or what to believe is very important in the new knowledge economy.,0.9999998211860656
1338,2737,Tornadoes are observed most often In the central part of the United States.,Tornadoes are observed most often In the central part of the United States.,0.9269803762435912
1339,2738,More professional services offer more professional services,Reputable tour guides offer more professional services,0.8957082629203796
1340,2741,there has been a fire because of an electrical fault,there has been a fire because of an electrical fault,0.9388278126716614
1341,2745,"The Silk Road spread ideas, culture, inventions, and unique products across the settled world.","The Silk Road spread ideas, culture, inventions, and unique products across the settled world.",0.8707230091094971
1342,2748,people who commit suicide are more likely to commit suicides,people suffering from schizophrenia are more likely to commit suicides,0.9105303287506104
1343,2749,less resistance to electricity allows for the use of less cross-sectional surface area per linear length,copper allows for the use of less cross-sectional surface area per linear length,0.9701703190803528
1344,2751,home works helps children to become successful workers.,home works help children to become successful workers.,0.9065263271331788
1345,2752,Growing Daffodils is so easy.,"Growing Daffodils is so easy, you should discard any bulls that are soft.",0.947604238986969
1346,2754,"When cells absorb glucose out of blood, the blood sugar decreases to a lower level.","When cells absorb glucose out of blood, the blood sugar decreases to a lower level. ",0.8830947875976562
1347,2755,Burning the fossil fuels releases CO2.,Burning the fossil fuels will cause acid rain.,0.9999999403953552
1348,2756,"Local businesses gain more, when money is earned from tourism","Local businesses gain more, when money is earned through tourism",0.9193294048309326
1349,2759,HIV damages the immune system.,HIV damages helping the body fight off infections.,1.0000001192092896
1350,2761,Having a place to stay helps you save money,"No conclusionllel to buying a home, apartment rentals help you save money",0.9251382350921632
1351,2763,Reducing the number of vehicles on the roads improve air quality factor of cities.,Public transportation systems improve air quality factor of cities.,0.9296931624412536
1352,2768,"a sedimentary rock formed from peat, by the pressure of rocks laid down later on top","a sedimentary rock formed from peat, by the pressure of rocks laid down later on top might be burned as a solid fossil fuel",0.9799801111221312
1353,2773,the best that we can do is to stop practices that are harmful,the best that we can do is to stop practices that  can lead to environmental degradation,0.9726234078407288
1354,2774,Developing countries should seek cutting-edge knowledge in developed countries.,Developing countries should seek cutting-edge knowledge in developed countries.,0.932512640953064
1355,2776,People who are intelligent are famous.,Ali is smart.,0.892935037612915
1356,2777,with sufficient launch velocity to sustain its further travel towards the target once the propelling gas ceases acting upon it at the end of the tube,"with The high-pressure gas,there will be sufficient launch velocity to sustain its further travel towards the target once the propelling gas ceases acting upon it at the end of the tube",0.960350215435028
1357,2778,The invention of the wheel changed the whole transportation history.,Mesopotamians changed the whole transportation history.,0.9336923956871032
1358,2779,Vitamin C will probably help the body with protecting cells and keeping them healthy., oranges and orange juice will probably help the body with protecting cells and keeping them healthy.,0.950006365776062
1359,2780,Being on time is a key factor for employers.,Being on time is a key factor for employers.,0.9391510486602784
1360,2781,Vitamin D can control the amount of calcium and phosphate in the body.,Oily fish can control the amount of  calcium and phosphate in the body.,0.9895755648612976
1361,2783,Improved eye movement will improve the eyes action.,riboflavin will improve the eyes action.,0.8586516380310059
1362,2786,the obligations of a building must be carefully considered,A construction project is a complex net that must be carefully considered,0.9056823253631592
1363,2788,Spending time together makes family members to get closer.,Yalda night makes family members to get closer.,0.9953190088272096
1364,2793,Digitalisation revolutionized the German manufacturing industry with digitalisation,Bosch is one the companies in german that changed its manufacturing with digitalisation,0.9034757018089294
1365,2795,Most of us are convinced that the world is bright,Most of us are convinced that the future is bright,0.919800102710724
1366,2798,people who are low in neuroticism are emotionally stable.,people who are low in neuroticism love to cheer on others.,0.9831380248069764
1367,2802,The gulag took the life of millions in a short period of time.,Stalin took the life of millions in a short period of time.,0.9801204800605774
1368,2803,"When the Earth tilt on its axis changes, the seasons.", Earth tilt on its axis results in seasons.,0.8813778758049011
1369,2804,"Eggs contain a large amount of vitamin A and E, biotin, and folate.",Eggs have been linked to hair growth and healthy hair.,0.9432695508003236
1370,2805,"Click Tools on your results page, then hover over All results and click to select the Verbatim option.","If you want more literal search results, all you'll need to do is click Tools on your results page, then hover over All results and click to select the Verbatim option.",0.9695942997932434
1371,2807,Swimming helps people with asthma.,"Breathing exercises like holding your breath, that helps you expand your lung capacity and gain control over your breathing is a great activity for people with asthma.",0.9630529284477234
1372,2809,Having more mice can help human's well-being.,cats can  help human's well-being.,0.9488349556922911
1373,2810,Low levels of serotonin might make you feel better about your appearance and yourself.,Stimulate in various brain chemicals might make you feel better about your appearance and yourself.,0.9395381808280944
1374,2811,Foods that make women uncomfortable are food that make them uncomfortable,Women get less pleasure of the food they eat after gaining weight,0.8596545457839966
1375,2812,Producers of fresh cherries are expensive and priceable fruits.,Fresh cherries are expensive and priceable fruits.,0.908499002456665
1376,2814,The best-selling movie in the world made name in cinema industry.,Anchorman make name in cinema industry.,0.9563961625099182
1377,2815,Cristiano Ronaldo was one of the most outstanding players of the competition.,Commitment and hard work awarded Cristiano Ronaldo with various trophies.,0.9264898896217346
1378,2818,Cigarette smoke damages skin,Cigarette smoke damages skin,0.8678839802742004
1379,2820,"Examining the relationships between humanity and nature and between the individual and society, provides us with an unbiased view of the world.","Examining the relationships between humanity and nature and between the individual and society, helps us to enhance our ability to solve problems and our communication skills.",0.939203143119812
1380,2822,the ones seNo conclusionted by mountain ranges from the sea,little precipitation happens in areas far from the ocean and the ones seNo conclusionted by mountain ranges from the sea,0.8644388318061829
1381,2824,The friction between atoms dislocate the molecular layers.,Internal stresses dislocate the molecular layers,0.9648860096931458
1382,2828,"Your body cannot digest the kernels, they must seep into the oat groats","Your body cannot digest the kernels, they must seNo conclusionting the hull from the oat groats, heat and moisture treatment, sizing and categorization and faking or milling",0.9390204548835754
1383,2830,global warming has altered the nature of rainfall and snow,global warming affects water quality,0.9876078963279724
1384,2832,The reduction in transport costs is a key factor underlying the creation of jobs.,The reduction in transport costs is a key factor underlying the creating job.,0.9728356003761292
1385,2835,Having proper alarms in your home will help the sole elderly to connect with the community,Technology will help the sole elderly to connect with the community,0.9375996589660645
1386,2838,Monitoring your spending patterns will help you make better decisions,Monitoring your spending patterns will help you to keep more of your hard earned cash,0.965109646320343
1387,2839,Increased muscle mass can enable people to continue their daily routines without maximal exertion,Weight training can enable people to continue their daily routines without maximal exertion,0.94864022731781
1388,2842,The toy needs 4 non-rechargeable batteries to work,The toy needs 4 non-rechargeable batteries to work,0.922049045562744
1389,2843,College is not so clever.,Susan is not so clever.,0.9236010909080504
1390,2844,Influenza is an acute disease.,Influenza is an acute disease.,0.9127019643783568
1391,2848,"Oleic acid is associated with several health benefits, such as improved insulin sensitivity.","Peanut butter is associated with several health benefits, such as improved insulin sensitivity.",0.9920353889465332
1392,2850,higher body mass can lead to higher body mass,shift work can lead to higher body mass,0.928587794303894
1393,2853,The purchase of an ice company required to make large investment.,The Penguin required to make large investment.,0.9502758383750916
1394,2854,Not all orchids grow from the ground some are air plants.,Not all orchids grow from the ground some are plants orchids which grow on trees and they do not rob the trees of nutrition.,0.9815688133239746
1395,2855,"If global warming trends continue, climate change will have an enormous impact on word biology.","If global warming trends continue, melting ices in South pole will have an enormous impact on word biology.",0.9648284316062928
1396,2858,Learning languages by having delay could not achieve that job.,Those with autism could not achieve that job.,0.9204232692718506
1397,2860,loyal customers are interested in being remembered in their customer mind.,suppliers are interested in being remembered in their customer mind.,0.876461386680603
1398,2861,"The reflected sound gives the whale an impressive amount of information about an object, including size, shape, density, position, distance, and speed of movement.","During echolocation, a whale (or dolphin) emits high-pitched sounds that the reflected sound gives the whale an impressive amount of information about an object, including size, shape, density, position, distance, and speed of movement.",0.9754161834716796
1399,2862,Low-income earners increase the amount of money that banks can lend out ,The rising incomes of rich people increase the amount of money that banks can lend out ,0.9626245498657228
1400,2863,High inequality is associated with high rates of murder,Low levels of trust in society is associated with high rates of murder,0.9792743921279908
1401,2868,Depressants negatively changes the brain function.,long-term stress negatively changes the brain function.,0.9261950254440308
1402,2870,Foods fried in oil at high temperatures release free radicals.,Foods fried in oil at high temperatures can speed up the aging process.,0.9999998807907104
1403,2871,starting a franchise business is easier,starting a franchise business is easier,0.902458906173706
1404,2873,a strong bond of loyalty ensures the return of customers to your shop,a friendly and helpful staff ensures the return of customers to your shop,0.949804186820984
1405,2874,"An introvert or shy person reacts to learning, socializing and etc.","Each person’s personality relies on how to react to learning, socializing and etc.",0.9349676966667176
1406,2876,the low biodiversity in monocultures results in inadequate nutrient use,the low biodiversity in monocultures necessitates the greater use of pesticides and fertilizers,0.9263921976089478
1407,2878,Rivalry contributes to lower renting prices,Opening of the new accommodation facilities contributes to lower renting prices,0.9470331072807312
1408,2880,it's harder to get to work on time in big cities,It's harder to get to work on time in big cities,0.9410951137542723
1409,2881,seeing which players are closest to the target can cut on the waste of fuel,controllers can can cut on the waste of fuel,0.9035276174545288
1410,2882,Modern infrastructure should create a nice experience for anyone who visits a country.,To host Olympic Games a country should create a nice experience for anyone who visits a country.,0.9615168571472168
1411,2884,"For having healthy skin, oil should decrease.","For having healthy skin, Hot water and long showers or baths should decrease.",0.9619402289390564
1412,2885,Loss of specific infrastructure can impinge on tourism,Loss of specific infrastructure damages local businesses,1.0
1413,2886,The Mayo Clinic has advice about avoiding to use estrogen for women who suffer from migraines.,The Mayo Clinic has advice about avoiding to use birth control pills for women who suffer from migraines.,0.9999998807907104
1414,2887,Soybeans are a whole source of protein.,"Tofu, tempeh and edamame are a whole source of protein.",0.9870079159736632
1415,2889,satisfying the biological sleep needs is associated with a decreased quality of sleep.,satisfying the biological sleep needs enhances people's life quality.,0.916472315788269
1416,2892,Vitamin A can be harmful for human's body.,a large amount of fortified low-fat spreads can be harmful for human's body.,0.9454610347747804
1417,2893,A trained and prestigious character.,John Thomas Wilder was a trained and prestigious character.,0.9377580285072328
1418,2898,"In rural areas, raising and trading domestic animals is preferred.","Beacuse of the arid enviroment of Mongolia, raising and trading domestic animals is preferred.",0.9213883280754088
1419,2900,Folic acid can help the body to form healthy red blood cells.,broccoli can help the body to form healthy red blood cells .,0.9910019040107728
1420,2904,Acid can help to break up small kidney stones,Lemon juice might help to break up small kidney stones,0.9629291892051696
1421,2905,I took a nap at work yesterday,I took a nap at work yesterday,0.8883976340293884
1422,2906,"Additionally, products without added sugar contain a large amount of sugar","Additionally, products without added sugar bring digestive distress, including bloating and gas, in some individuals",0.9266135692596436
1423,2908,"If you are doing physical activity outdoors, try excercising in less polluted areas.","For reduction of the effect of air pollution If you are doing physical activity outdoors, try excercising in less polluted areas.",0.9596766233444214
1424,2910,Experts believe that the bone belonged to Sauropod.,Experts believe that the bone belonged to Sauropod.,0.9122582077980042
1425,2913,With urbanization the widening gap between social classes will be accentuated,With urbanization the widening gap between social classes will be accentuated,0.9426023960113524
1426,2915,Hammerhead are uncommon in desert and mountain biomes.,Hammerhead are uncommon in desert and mountain biomes.,0.8856565356254578
1427,2916,Sustainable buildings tend to be sold at higher prices,Sustainable buildings tend to be sold at higher prices,0.9267428517341614
1428,2917,James Watt developed the steam engine.,James Watt assisted the Industrial Revolution.,0.9585363864898682
1429,2918,People provide emotional balance. ,Some doctors may recommend diaphragmatic breathing to help people provide emotional balance. ,0.9211173057556152
1430,2919,joining traditional classroom textbooks improved the learning outcomes,joining traditional classroom textbooks with audio visual media improved the learning outcomes,0.891975998878479
1431,2920,Having a better grasp over notes and rhythms allows any musician to be able to read and compose music with greater ease and fluency.,Learning music theory allows any musician to be able to read and compose music with greater ease and fluency.,0.9759070873260498
1432,2921,Vitamin C can probably lead to stomach pain.,huge amount of blackcurrants will probably lead to stomach pain.,0.9531428217887878
1433,2923,"People who have damage in Broca's area, the living for them is very frustrating.","People who have damage in Broca's area, the living for them is very frustrating.",0.8737943172454834
1434,2925,Victor Fries’ wife had dementia.,Victor Fries’ wife could be preserved using cryogenic preservation.,0.935556411743164
1435,2926,Coastal plains and river deltas must have drainage improvements,Coastal plains and river deltas must have drainage improvements if they are to be used for agriculture,0.9439391493797302
1436,2931,electric supply in this area is non-existent,electric supply in this area can severely damage unprotected electric appliances,0.962089776992798
1437,2932,Shaquille O'Neal has been awarded three golden rings.,Shaquille O'Neal is three times NBA champion.,0.977054238319397
1438,2934,the third planet in the Milky Way spins.,earth spins.,0.9499467015266418
1439,2936,misunderstandings are associated with frequent benefits shortfalls,transport infrastructure projects are associated with frequent benefits shortfalls,0.9156818389892578
1440,2938,Obesity significantly raises your risk of cancer.,A diet rich in sugary foods and beverages can significantly raises your risk of cancer.,1.000000238418579
1441,2940,Opening windows after smoking blows smoke back into the faces of children,Opening windows after smoking blows smoke back into the faces of children,0.9646588563919068
1442,2941,Rice raises the amount of calories in your body.,Any time we eat rice our blood sugar goes up.,0.9222669005393982
1443,2942,locations where there are fewer land obstacles to reduce the force of the wind,Wind turbines function efficiently in locations where there are fewer land obstacles to reduce the force of the wind,0.9485023021697998
1444,2943,loss of bone mass can make bones fragile ,low protein intake can make bones fragile ,0.9167970418930054
1445,2946,Superman altering the path of  incoming atomic bomb.,"Superman altering the path of  incoming atomic bomb generated magnetic pulse, which shut down the electricity in U.S..",0.9479133486747742
1446,2948,Many children who live in poverty have no means of income,Many children who live in poverty have to forget about education,0.9476624131202698
1447,2949,"In certain people, the lack of sunlight in the winter contributes to depression","In certain people, the lack of sunlight in the winter contributes to a lack of appetite",0.9849392175674438
1448,2950,"I was out with an old friend who had just finished her first marathon, and she was raving about how much Anaptiv had helped her.","I was out with an old friend who had just finished her first marathon, and she was raving about how much an audio-guided workout app that included workout programs with tons of workouts, classes and training plans, had helped her.",0.9979315400123596
1449,2955,People who are optimistic live longer,People who are optimistic live longer,0.9435948729515076
1450,2958,The doctor turned the liquid albuterol medicine into mist.,The doctor gave Arick a special machine that nebulizer turned the liquid albuterol medicine into mist.,0.9287290573120116
1451,2959,People consuming selenium have significant effect on cancer.,People consuming selenium supplements may not benefit from selenium effects on cancer.,0.9050692319869996
1452,2961,"When communication strengthen amongst two countries, people become more integrated.","When communication strengthen amongst two countries, people learn from the economic of other nations.",0.9345478415489196
1453,2966,"With green buildings, governments have more options about which projects to spend more money on","With green buildings, governments have more options about which projects to spend more money on",0.9424327611923218
1454,2967,People who have to face restrictions often feel uncomfortable.,Children feel disinterested Children feel disinterested.,0.9317035675048828
1455,2969,The deep and thorough analysis of the considered situation is the key factor in making strategic decisions,The decisions made about the whereabouts of a strategic plan are based on the deep and thorough analysis of the considered situation,0.9293510317802428
