,index,Premise 1,Conclusion,Premise 1_f1
1306,2655,Exfoliation also occurs when the internal facet of stones cracks,Exfoliation also occurs due to the stresses put on the rock by repeated expansions and contractions,0.9224576354026794
1307,2658,Safe driving is the first step in determining when to drive.,Safe driving can change your odds of being in an accident.,0.9120678901672364
1308,2659,Beyoncé was one of the most outstanding performers of the Grammy Awards.,Beyoncé had brilliant performance in her career.,0.9150025844573976
1309,2660,One of problems that blocked salivary glands is the lack of saliva.,One of problems that blocked salivary glands is an autoimmune condition in which the salivary glands make an insufficient amount of saliva.,0.9331678152084352
1310,2661,The removal of rats wiped out the significant population of rats off the streets.,The mayor wiped out the significant population of rats off the streets.,0.9608699679374696
1311,2664,It's important to have positive outlooks,It's important to give children the self-esteem needed for dismissing setbacks,0.9048739671707152
1312,2665,Chinese helped mariners to determine their direction.,Chinese helped mariners to determine their direction.,0.8482246398925781
1313,2668,Financial components such as upkeep and utilities are generally lower in apartment units,Financial components such as upkeep and utilities are generally lower in apartment units,0.9474622011184692
1314,2669,Increased mineral density magnifies the bone density.,Adequate exposure to sunlight magnifies the bone density.,0.9368937611579896
1315,2671,Staggering break times so that each worker interact with as many co workers as possible can disrupt work hours.,Staggering break times so that each worker interact with as many co workers as possible influence worker's job satisfaction and productivity.,0.9607632160186768
1316,2674,retail outlets could provoke shoppers to spend more money,retail outlets could provoke shoppers to spend more money,0.8999589681625366
1317,2675,Countries with traditionally high inflation should benefit from the ECB,Countries with traditionally high inflation should benefit from the ECB,0.9514952898025512
1318,2677,Drinking water helps with sweating,Drinking water cools the body,0.8980119824409485
1319,4334,Drinking water helps with sweating,Drinking water cools the body,0.8980119824409485
1320,2681,Obesity can lead to a greater risk for falling and breaking bones,Obesity can lead to a greater risk for falling and breaking bones,0.9407639503479004
1321,2683,Iodine will probably help keep cells and the metabolic rate healthy.,sea fish will probably help keep cells and the metabolic rate healthy.,0.9368568658828736
1322,2684,Working out reduces acne ,Working out reduces acne ,0.9046348333358764
1323,2685,Sasan is a fan of Led Zeppelin band,Sasan is a fan of Led Zeppelin band,0.8752231001853943
1324,2690,"As stated by Abrams' law,there is no limit on the amount of water in the mixture","As stated by Abrams' law,limiting the level of water put into the mixture,yields a stronger, more durable concrete",0.9061809182167052
1325,2702, chlorine and nitrogen chemical species in the stratosphere are high in sulfur dioxide,Sulfate aerosols alter chlorine and nitrogen chemical species in the stratosphere,0.9006134271621704
1326,2706,"Building relationships and communicating with potential customers, increases the reach of online presence.","Building relationships and communicating with potential customers, increases a brand's visibility.",0.9143437743186952
1327,2710,When you stop smoking you smell of stale smoke,You'll be more confident in social situations when you stop smoking,0.9370675086975098
1328,2712,"Planting a few flowers, trees, and shrubs have community-wide benefits","Planting a few flowers, trees, and shrubs have community-wide benefits",0.9217156171798706
1329,2713,The Great Pyramid was a symbol of human engineering and construction.,The ancient Egyptians built a symbol of human engineering and construction.,0.979076087474823
1330,2714,global warming can make intense storms of all types,global warming  can make intense storms of all types,0.9268065690994264
1331,2715,A good society treasures its dissidents and mavericks.,A good society treasures its dissidents and mavericks.,0.8821277618408203
1332,2719,Losing power for just a single day can be very costly.,Losing power for just a single day can be very costly for a vertical farm.,0.9388605356216432
1333,2722,Online shopping allows you to access people who would normally pick up a product in stores,"Another advantage of e-commerce is that you can can attract people who would normally pick up a product in stores, if the store were open",0.9218778610229492
1334,2724,Numerous studies have shown that social media can lead to stress hormones.,Numerous studies have shown that increased use of social media also has negative effect on the health.,0.8671260476112366
1335,2725,Love makes our life quite difficult.,Love makes our life quite difficult.,0.926232099533081
1336,2726,Unchangeable facts are often considered No conclusioneducible to the symbolic order of lived experience. ,"An authentic, unchangeable truth is often considered No conclusioneducible to the symbolic order of lived experience. ",0.9094141721725464
1337,2729,Critical thinking is very important in the new knowledge economy.,The ability to think clearly and rationally about what to do or what to believe is very important in the new knowledge economy.,0.8864319324493408
1338,2737,Tornadoes are observed most often In central part of the United States.,Tornadoes are observed most often In the central part of the United States.,0.9264652729034424
1339,2738,Higher salaries offer more professional services,Reputable tour guides offer more professional services,0.9098371267318726
1340,2741,there has been a fire in our neighbourhood,there has been a fire because of an electrical fault,0.9038825631141664
1341,2745,"The Silk Road spread ideas, culture, inventions, and unique products across the settled world.","The Silk Road spread ideas, culture, inventions, and unique products across the settled world.",0.8707231283187866
1342,2748,people who feel guilt are more likely to commit suicides,people suffering from schizophrenia are more likely to commit suicides,0.9456575512886048
1343,2749,higher electrical conductivity allows for the use of less cross-sectional surface area per linear length,copper allows for the use of less cross-sectional surface area per linear length,0.9534745812416076
1344,2751,home works help children to become successful workers.,home works help children to become successful workers.,0.907136857509613
1345,2752,"Daffodils are so easy, you should discard any bulls that are soft.","Growing Daffodils is so easy, you should discard any bulls that are soft.",0.93024080991745
1346,2754,"When cells absorb glucose out of blood, the blood sugar decreases to a lower level. ","When cells absorb glucose out of blood, the blood sugar decreases to a lower level. ",0.8830950260162354
1347,2755,Burning the fossil fuels releases carbon dioxide.,Burning the fossil fuels will cause acid rain.,0.9784582257270812
1348,2756,"Local businesses gain more, when money is earned through tourism","Local businesses gain more, when money is earned through tourism",0.9182076454162598
1349,2759,HIV damages the immune system.,HIV damages helping the body fight off infections.,1.0
1350,2761,Low-cost rentals help you save money,"No conclusionllel to buying a home, apartment rentals help you save money",0.929054081439972
1351,2763,Public transportation systems improve air quality factor of cities.,Public transportation systems improve air quality factor of cities.,0.9169043898582458
1352,2768,"stone formed from peat, by the pressure of rocks laid down later on top","a sedimentary rock formed from peat, by the pressure of rocks laid down later on top might be burned as a solid fossil fuel",0.95602148771286
1353,2773,the best that we can do is to stop practices that are harmful to nature,the best that we can do is to stop practices that  can lead to environmental degradation,0.9792295694351196
1354,2774,Developing countries should develop their knowledge in developed countries.,Developing countries should seek cutting-edge knowledge in developed countries.,0.9109028577804564
1355,2776,Ali is smart.,Ali is smart.,0.9025318622589112
1356,2777,with the propelling gas ceases acting upon it at the end of the tube,"with The high-pressure gas,there will be sufficient launch velocity to sustain its further travel towards the target once the propelling gas ceases acting upon it at the end of the tube",0.9164620041847228
1357,2778,The invention of the wheel changed the whole transportation history.,Mesopotamians changed the whole transportation history.,0.933692455291748
1358,2779,Vitamin C is a great source of vitamin C., oranges and orange juice will probably help the body with protecting cells and keeping them healthy.,0.9199007153511048
1359,2780,Being on time is a key factor for employers.,Being on time is a key factor for employers.,0.9391509890556335
1360,2781,Vitamin D can control the amount of calcium and phosphate in the body.,Oily fish can control the amount of  calcium and phosphate in the body.,0.9895755648612976
1361,2783,Vitamin C improves the eyes action.,riboflavin will improve the eyes action.,0.8819286823272705
1362,2786,A complex net that must be carefully considered,A construction project is a complex net that must be carefully considered,0.8948798179626465
1363,2788,Family members to get closer.,Yalda night makes family members to get closer.,0.9123588800430298
1364,2793,Digitalisation changed its manufacturing with digitalisation,Bosch is one the companies in german that changed its manufacturing with digitalisation,0.8798805475234985
1365,2795,Most of us are convinced that the future is bright,Most of us are convinced that the future is bright,0.926547348499298
1366,2798,people who are low in neuroticism have a lot of empathy.,people who are low in neuroticism love to cheer on others.,0.9630970358848572
1367,2802,The Communist Party took the life of millions in a short period of time.,Stalin took the life of millions in a short period of time.,0.9618524312973022
1368,2803,Earth tilt on its axis results in the opposite direction of the sun., Earth tilt on its axis results in seasons.,0.8837074637413025
1369,2804,Eggs are high in vitamin A and E.,Eggs have been linked to hair growth and healthy hair.,0.9077446460723876
1370,2805,"You'll need to click Tools on your results page, then hover over All results and click to select the Verbatim option.","If you want more literal search results, all you'll need to do is click Tools on your results page, then hover over All results and click to select the Verbatim option.",0.965517282485962
1371,2807,Breathing exercises like holding your breath is a great activity for people with asthma.,"Breathing exercises like holding your breath, that helps you expand your lung capacity and gain control over your breathing is a great activity for people with asthma.",0.9368340373039246
1372,2809,Reducing the rodent population can help human's well-being. ,cats can  help human's well-being.,0.9721969962120056
1373,2810,Improved health might make you feel better about your appearance and yourself.,Stimulate in various brain chemicals might make you feel better about your appearance and yourself.,0.9542804956436156
1374,2811,Women get less pleasure of the food they eat after gaining weight,Women get less pleasure of the food they eat after gaining weight,0.9078556299209596
1375,2812,Fresh cherries are expensive and priceable fruits.,Fresh cherries are expensive and priceable fruits.,0.9146504402160645
1376,2814,Anchorman make name in cinema industry.,Anchorman make name in cinema industry.,0.9426450133323668
1377,2815,Cristiano Ronaldo has been associated with various trophies.,Commitment and hard work awarded Cristiano Ronaldo with various trophies.,0.9365700483322144
1378,2818,Burning skin damages skin,Cigarette smoke damages skin,0.8810867071151733
1379,2820,"Examining the relationships between humanity and nature and between the individual and society, helps us to formulate coherent thoughts.","Examining the relationships between humanity and nature and between the individual and society, helps us to enhance our ability to solve problems and our communication skills.",0.945263683795929
1380,2822,the ones seNo conclusionted by mountain ranges from the sea are the ones secluded,little precipitation happens in areas far from the ocean and the ones seNo conclusionted by mountain ranges from the sea,0.8745620250701904
1381,2824,Friction dislocate the molecular layers,Internal stresses dislocate the molecular layers,0.9422415494918824
1382,2828,"Your body cannot digest the kernels, they must seNo conclusion","Your body cannot digest the kernels, they must seNo conclusionting the hull from the oat groats, heat and moisture treatment, sizing and categorization and faking or milling",0.9336308836936952
1383,2830,global warming has resulted in climate change,global warming affects water quality,0.9127933979034424
1384,2832,The reduction in transport costs is a key factor underlying the creating job.,The reduction in transport costs is a key factor underlying the creating job.,0.9593126773834229
1385,2835,Social media will help the sole elderly to connect with the community,Technology will help the sole elderly to connect with the community,0.920881450176239
1386,2838,Monitoring your spending patterns will help you to manage your expenses,Monitoring your spending patterns will help you to keep more of your hard earned cash,0.9665554165840148
1387,2839,Enhanced muscle mass can enable people to continue their daily routines without maximal exertion,Weight training can enable people to continue their daily routines without maximal exertion,0.9492419362068176
1388,2842,The toy is powered by rechargeable batteries,The toy needs 4 non-rechargeable batteries to work,0.9112691283226012
1389,2843,Susan is not so clever.,Susan is not so clever.,0.9079100489616394
1390,2844,Influenza is an acute disease.,Influenza is an acute disease.,0.9127019643783568
1391,2848,Peanut butter is a great source of omega acid.,"Peanut butter is associated with several health benefits, such as improved insulin sensitivity.",0.8959275484085083
1392,2850,higher body mass can lead to higher body mass,shift work can lead to higher body mass,0.928587794303894
1393,2853,Ice production required to make large investment.,The Penguin required to make large investment.,0.9291452169418336
1394,2854,Not all orchids grow from the ground some are air plants.,Not all orchids grow from the ground some are plants orchids which grow on trees and they do not rob the trees of nutrition.,0.9815687537193298
1395,2855,"If global warming trends continue, the melting of glaciers will have an enormous impact on word biology.","If global warming trends continue, melting ices in South pole will have an enormous impact on word biology.",0.9622557759284972
1396,2858,Learning new words could not achieve that job.,Those with autism could not achieve that job.,0.8882470726966858
1397,2860,Customers are interested in being remembered in their customer mind.,suppliers are interested in being remembered in their customer mind.,0.8796013593673706
1398,2861,"The reflected sound gives the whale an impressive amount of information about an object, including size, shape, density, position, distance, and speed of movement.","During echolocation, a whale (or dolphin) emits high-pitched sounds that the reflected sound gives the whale an impressive amount of information about an object, including size, shape, density, position, distance, and speed of movement.",0.9754161834716796
1399,2862,rising disposable income increase the amount of money that banks can lend out ,The rising incomes of rich people increase the amount of money that banks can lend out ,0.9635522961616516
1400,2863,Poor judgment is associated with high rates of murder,Low levels of trust in society is associated with high rates of murder,0.952219784259796
1401,2868,stress negatively changes the brain function.,long-term stress negatively changes the brain function.,0.938575267791748
1402,2870,Foods fried in oil at high temperatures release free radicals.,Foods fried in oil at high temperatures can speed up the aging process.,0.9999998211860656
1403,2871, borrowing money is easier,starting a franchise business is easier,0.880922257900238
1404,2873,Customer satisfaction ensures the return of customers to your shop,a friendly and helpful staff ensures the return of customers to your shop,0.9160929918289183
1405,2874,"Developing your personality relies on how to react to learning, socializing and etc.","Each person’s personality relies on how to react to learning, socializing and etc.",0.9415733814239502
1406,2876,the low biodiversity in monocultures necessitates the use of pesticides and fertilizers,the low biodiversity in monocultures necessitates the greater use of pesticides and fertilizers,0.9144307374954224
1407,2878,Higher rents contributes to lower renting prices,Opening of the new accommodation facilities contributes to lower renting prices,0.9252496361732484
1408,2880,It's harder to work on time in big cities,It's harder to get to work on time in big cities,0.9244650602340698
1409,2881,moving the plane can cut on the waste of fuel,controllers can can cut on the waste of fuel,0.910086154937744
1410,2882,Developing infrastructure should create a nice experience for anyone who visits a country.,To host Olympic Games a country should create a nice experience for anyone who visits a country.,0.9607743620872498
1411,2884,"For having healthy skin, the oils from your skin should decrease.","For having healthy skin, Hot water and long showers or baths should decrease.",0.96703040599823
1412,2885,loss of specific infrastructure damages local businesses,Loss of specific infrastructure damages local businesses,0.9233243465423584
1413,2886,The Mayo Clinic has advice about using birth control pills for women who suffer from migraines.,The Mayo Clinic has advice about avoiding to use birth control pills for women who suffer from migraines.,0.9645767211914062
1414,2887,"Tofu, tempeh and edamame are a whole source of protein.","Tofu, tempeh and edamame are a whole source of protein.",0.9213959574699402
1415,2889,satisfying the biological sleep needs enhances the quality of life.,satisfying the biological sleep needs enhances people's life quality.,0.9166288375854492
1416,2892,Vitamin A can be harmful for human's body.,a large amount of fortified low-fat spreads can be harmful for human's body.,0.9454609751701356
1417,2893,Rank and organization was a trained and prestigious character.,John Thomas Wilder was a trained and prestigious character.,0.9266546964645386
1418,2898,Raising and trading domestic animals is preferred.,"Beacuse of the arid enviroment of Mongolia, raising and trading domestic animals is preferred.",0.916068434715271
1419,2900,Folic acid helps the body to form healthy red blood cells.,broccoli can help the body to form healthy red blood cells .,0.9842245578765868
1420,2904,Milk might help to break up small kidney stones,Lemon juice might help to break up small kidney stones,0.954948365688324
1421,2905,I took a nap at work yesterday,I took a nap at work yesterday,0.8883976936340332
1422,2906,"Additionally, products without added sugar contain large amount of sugar","Additionally, products without added sugar bring digestive distress, including bloating and gas, in some individuals",0.9282494783401488
1423,2908,Excercising in less polluted areas reduces the amount of pollutants in the air.,"For reduction of the effect of air pollution If you are doing physical activity outdoors, try excercising in less polluted areas.",0.9087170362472534
1424,2910,Experts believe that the bone belonged to Sauropod.,Experts believe that the bone belonged to Sauropod.,0.9122581481933594
1425,2913, widening gap between social classes will be accentuated,With urbanization the widening gap between social classes will be accentuated,0.9315664768218994
1426,2915,Hammerhead is characterized by relatively low humidity.,Hammerhead are uncommon in desert and mountain biomes.,0.874883234500885
1427,2916,Higher rents tend to be sold at higher prices,Sustainable buildings tend to be sold at higher prices,0.9337100982666016
1428,2917,James Watt engineered the steamboat.,James Watt assisted the Industrial Revolution.,0.9331126809120178
1429,2918,Some doctors may recommend assisted breathing to help people provide emotional balance. ,Some doctors may recommend diaphragmatic breathing to help people provide emotional balance. ,0.913262128829956
1430,2919,Using audio visual media improved the learning outcomes,joining traditional classroom textbooks with audio visual media improved the learning outcomes,0.9313278198242188
1431,2920,Learning music theory allows any musician to be able to read and compose music with greater ease and fluency.,Learning music theory allows any musician to be able to read and compose music with greater ease and fluency.,0.94974684715271
1432,2921,huge amount of blackcurrants contain large amount of salt.,huge amount of blackcurrants will probably lead to stomach pain.,0.8626600503921509
1433,2923,People who have damage in Broca's area are dealing with loss of income.,"People who have damage in Broca's area, the living for them is very frustrating.",0.8767586350440979
1434,2925,Victor Fries’ wife was a physician and anatomist.,Victor Fries’ wife could be preserved using cryogenic preservation.,0.8980823755264282
1435,2926,Coastal plains and river deltas must have drainage improvements,Coastal plains and river deltas must have drainage improvements if they are to be used for agriculture,0.943939208984375
1436,2931,electric supply in this area is very poor,electric supply in this area can severely damage unprotected electric appliances,0.9707478880882264
1437,2932,NBA champion is three times NBA champion.,Shaquille O'Neal is three times NBA champion.,0.8719099760055542
1438,2934,Earth is a small planet with a high density.,earth spins.,0.883902907371521
1439,2936,poor forecasting and estimation of passenger numbers are associated with frequent benefits shortfalls,transport infrastructure projects are associated with frequent benefits shortfalls,0.9223080277442932
1440,2938,Obesity can significantly raises your risk of cancer.,A diet rich in sugary foods and beverages can significantly raises your risk of cancer.,0.9772133827209472
1441,2940,Opening windows after smoking is dangerous,Opening windows after smoking blows smoke back into the faces of children,0.9046289324760436
1442,2941,When we eat rice our blood sugar goes up.,Any time we eat rice our blood sugar goes up.,0.902574896812439
1443,2942,Wind turbines operate efficiently in locations where there are fewer land obstacles to reduce the force of the wind,Wind turbines function efficiently in locations where there are fewer land obstacles to reduce the force of the wind,0.9521751999855042
1444,2943,Bone loss can make bones fragile ,low protein intake can make bones fragile ,0.9119359254837036
1445,2946,Superman altering the path of  incoming atomic bomb generated magnetic pulse.,"Superman altering the path of  incoming atomic bomb generated magnetic pulse, which shut down the electricity in U.S..",0.9358522295951844
1446,2948,Many children who live in poverty have to face discrimination,Many children who live in poverty have to forget about education,0.9507130980491638
1447,2949,"In certain people, the lack of sunlight in the winter contributes to depression","In certain people, the lack of sunlight in the winter contributes to a lack of appetite",0.9849392175674438
1448,2950,"I was out with an old friend who had just finished her first marathon, and she was raving about how much an audio-guided workout app, called Running app, had helped her.","I was out with an old friend who had just finished her first marathon, and she was raving about how much an audio-guided workout app that included workout programs with tons of workouts, classes and training plans, had helped her.",0.966135561466217
1449,2955,People who are optimistic live longer,People who are optimistic live longer,0.9435949921607972
1450,2958,The doctor gave Arick a special machine that turned the liquid albuterol medicine into mist.,The doctor gave Arick a special machine that nebulizer turned the liquid albuterol medicine into mist.,0.920535445213318
1451,2959,cancerous tumor growth can lead to weakened immune system.,People consuming selenium supplements may not benefit from selenium effects on cancer.,0.8493885397911072
1452,2961,"When communication strengthen amongst two countries, people become more efficient.","When communication strengthen amongst two countries, people learn from the economic of other nations.",0.9287142753601074
1453,2966,When governments have more options about which projects to spend more money on,"With green buildings, governments have more options about which projects to spend more money on",0.9398428797721864
1454,2967,Fashion schools are seen as a sign of growth in popularity.,Children feel disinterested Children feel disinterested.,0.8806276917457581
1455,2969,The deep and thorough analysis of the considered situation is based on sound data,The decisions made about the whereabouts of a strategic plan are based on the deep and thorough analysis of the considered situation,0.9355953931808472
1456,2973,Studies show that relaxing can lessen the risks of Alzheimer’s,Studies show that solving puzzles can lessen the risks of Alzheimer’s,0.9309009313583374
1457,2977,using a fan can can prevent uncontrollable tears caused by onion,using a fan can can prevent uncontrollable tears caused by onion,0.9244797825813292
1458,3613,using a fan can can prevent uncontrollable tears caused by onion,using a fan can can prevent uncontrollable tears caused by onion,0.9244797825813292
1459,2978,Tourism generates a massive annual income from foreigners.,France receive a massive annual income from foreigners.,0.9002693295478821
1460,2980,High disposable income has led china to a dramatic economical growth.,China's large population has led china to a dramatic economical growth.,0.9585933685302734
1461,2982,"Water, wind, or ice accumulates in the rocks.","Water, wind, or ice breaks down or dissolves rocks.",0.9312187433242798
1462,2983,Some theorists have proposed that dreams function to remove unwanted memories.,"Some theorists have proposed that dreams function to leave space for relevant, useful memories to be strengthened.",0.9391184449195862
1463,2986,Overpopulation has led to a significant decrease in genetic diversity and resources among livestock breeds,"During the second half of the 20th century, producers using selective breeding have led to a significant decrease in genetic diversity and resources among livestock breeds",0.9471348524093628
1464,2990,HIV can lead to death as soon as possible.,"Without treatment, a person with HIV is likely to develop a serious condition in which person could die as soon as possible.",0.9044106006622314
1465,2991,Children growing up in a home where one parent is suffering from alcoholism are likely to become violent,Children growing up in a home where one parent is suffering from alcoholism are likely to become violent,0.9625283479690552
1466,2993,It's important to be patient,It's important to teach children to be patient,0.9034304618835448
1467,2996,smoking releases toxins into your bloodstream.,smoking cause cellulite.,0.8995304107666016
1468,2998,too much potatoes could surely lead to overusing vitamin C,too much potatoes could surely lead to flatulence,0.9003697633743286
1469,2999,Excessive fructose consumption may cause resistance to leptin.,Excessive fructose consumption may cause resistance to an impotant hormone that regulates hunger and tells your body to stop eating.,1.0
1470,3001,Eren has been injected with Titan spine fluid.,Eren has been injected with Titan spine fluid.,0.9074823260307312
1471,3003,olive oil helps regulate blood flow in brain,olive oil helps regulate blood flow in brain,0.883405327796936
1472,3005,there is an uncertainty in handling blockchain too.,there is an uncertainty in handling blockchain too.,0.883395254611969
1473,3006,Exergaming can delay the type 2 diabetes,Exergaming can delay the type 2 diabetes,0.8728322982788086
1474,3013,Suleiman the Magnificent ordered the destruction of Spain.,Suleiman the Magnificent made Spain kingdom withdrew.,0.9428149461746216
1475,3016,David Hepburn was a doctor.,David Hepburn was appreciated in his society.,0.9598110914230348
1476,3020,Tourism will continue to stagnate in the future.,European tourism will continue to stagnate in the future.,0.9253708124160768
1477,3021,Protecting the health of nuclear plant’s staff protects against radiation exposure.,Lead shielding protects the health of nuclear plant’s staff.,0.9610989093780518
1478,3022,"wheat bran, whole grains, cereals, seeds, and the skins of many fruits and vegetables contain insulin.","wheat bran, whole grains, cereals, seeds, and the skins of many fruits and vegetables helping the stool pass more quickly through the intestines.",0.9456034898757936
1479,3024,Cognitive psychology is to summarize the various results of cognitive psychology in a comprehensive computer model,"One of the main goals of a theory about the structure of the human mind,is to summarize the various results of cognitive psychology in a comprehensive computer model",0.8848642706871033
1480,3026,The flying of unknown drones can disturb the crowd,Stadium owners must spend more money on security because of the flying of unknown drones,0.952761709690094
1481,3027,Consumers looking for high quality products refuse buying products from bargain brands,Consumers looking for high quality products refuse buying goods from bargain brands,0.871317982673645
1482,3031,Lobsters are high in vitamin B1.,Lobsters has the criteria for a pain response.,0.8544288873672485
1483,3034,When contents from your stomach move up into your esophagus it can cause acid reflux.,When contents from your stomach move up into your esophagus it can cause an uncomfortable burning feeling in your chest.,0.9715893268585204
1484,3040,Extra virgin olive oil is resistant to high heat., Extra virgin olive oil is resistant to high heat.,0.9131726026535034
1485,3041,Most cell phones have internet access, most cell phones help students in gathering the information that they need for school ,0.9498854875564576
1486,3043,"If a country has its own national currency, this involves promises to exchange the note for money under certain circumstances","If a country has its own national currency, this involves promises to exchange the note for money under certain circumstances",0.9251388311386108
1487,3045,Floods can dissolve other substances,xylene is a liquid that can dissolve other substances,0.9166722893714904
1488,3048,Scientists claim earwigs look very dangerous and adds to their threatening image.,Scientists claim earwigs look very dangerous and adds to their threatening image.,0.93019437789917
1489,3050,Jigsaw regulates mood and feelings of optimism,One of the benefits of puzzles is that they regulate mood and feelings of optimism,0.9156647324562072
1490,3051,Al Capone was the most dangerous mob boss of 1920s.,Al Capone was the most dangerous mob boss of 1920s.,0.968453049659729
1491,3052,Improved walking skills can lessen the risks of numbness in your legs,Traveling by train can lessen the risks of numbness in your legs,0.944400429725647
1492,3054,Poultry is high in vitamin B6.,Poultry can help the body with carrying oxygen to all part s of the body.,0.9473342895507812
1493,3056,Redistribution of aggregates after compaction can often lead to irregular patterns,Redistribution of aggregates after compaction can often lead to strength gradients,0.946044385433197
1494,3057,Caterpillars's favorite palces to attack are potatoes.,Caterpillars's favorite palces to attack are gardens of potatoes.,0.9430230855941772
1495,3059,eliminating distractions  makes a common sense for avoiding dangerous situations.,eliminating distractions  makes a common sense for protection of driver and the protection of others.,0.8930733799934387
1496,3062,It is easier to reach an untapped market with studying the marketing efforts of your competitors,It is easier to reach an untapped market with studying the marketing efforts of your competitors,0.912222683429718
1497,3063,cats don't like the rain.,cats don't like the rain.,0.9209644198417664
1498,3064,Monsoons occur when the temperature on land increases,Monsoons occur if the temperature on land is significantly warmer or cooler than the temperature of the ocean,0.9054601192474364
1499,3065,"When Adriano's father passed away, he lost his mother.","When Adriano's father passed away, he lost the joy of playing football.",0.9502044916152954
1500,3069,As the population grows the nature gets more unbalanced., As the population grows the nature gets more unbalanced.,0.9319013953208924
1501,3070,"Using dynamite eased the processes in mining, quarrying, construction, and demolition industries.","Alfred Nobel eased the processes in mining, quarrying, construction, and demolition industries.",0.9798285365104676
1502,3074,"With a strong team build, problem solving becomes easier","With a strong team build, problem solving becomes easier",0.9186681509017944
1503,3075,An efficient online ordering system allows for faster delivery execution,An efficient online ordering system makes faster delivery execution possible,0.9058428406715392
1504,3077,Different people spend their free time doing different activities in.,Different people spend their free time doing different activities in.,0.9146432280540466
1505,3079,People who are sociable are having more self-confidence.,Conscientious people are having more self-confidence.,0.906262993812561
1506,3084, dirty rooms are the biggest reputation killers in the hospitality industry,"Dirty bed sheets, bed bugs and cockroaches are the biggest reputation killers in the hospitality industry",0.9429746270179749
1507,3085,The main driver of climate change is carbon dioxide.,The main driver of climate change is a major contributor to air pollution.,0.9642423391342164
1508,3086,Ginger reduces the acid flowing from your stomach back into your esophagus.,Ginger reduce the likelihood of acid flowing from your stomach back into your esophagus.,0.8879522085189819
1509,3088,Death of a loved one can lead to depression,Death of a loved one can greatly contribute to depression,0.9420657157897948
1510,3089,For loosing weight you should use a diet which is low in calories and high in protein.,For loosing weight you should use a diet which promotes weight loss.,0.9941847324371338
1511,3092,Influenza can make people get involve with influenza.,Shaking hands with another person also can make people get involve with influenza.,0.944898009300232
1512,3093,Increased carbon dioxide levels increased the Carbone Dioxide emission.,Saddam Hussain increased the Carbone Dioxide emission.,0.9340510368347168
1513,3094,Reduction in blood pressure levels in people with high blood pressure can improve risk factors for Heart Disease.,Reduction in blood pressure levels in people with high blood pressure can improve risk factors for Heart Disease.,0.9239084720611572
1514,3095,People spend too much money.,Advertising cause people spend too much money.,0.9228367209434508
1515,3097,Most Startups struggle with early-stage projects,Most Startups struggle with too much stretching and straining,0.9492292404174804
1516,3098,Fascist regime was a fascist regime.,In Germany under Hitler was a fascist regime.,0.8906512260437012
1517,3099,you don't have access to new revenue streams in a saturated market,you don't have access to new revenue streams in a saturated market,0.9318545460700988
1518,3100,Tsunamis happen when waves rush inland quickly and powerfully.,"Tsunamis happen when waves rush inland quickly and powerfully, causing death and destruction.",0.9095832109451294
1519,3101,healthy food is rich in fresh vegetables,healthy food does not contain any chemical additives,0.9253015518188475
1520,3102,Floods can lead to mold,Unattended water damage is likely to lead to mold,0.9089059829711914
1521,3103,The Russians invaded Poland.,The Russians opened a path for Germany to have full control on Poland.,0.94257253408432
1522,3105,Floods can bring the steel structure to a collapse.,Fire can bring the steel structure to a collapse.,0.934055745601654
1523,3107,Watermelon helps you feel full,Watermelon helps you feel full,0.9154285192489624
1524,3108,Betty Friedan is often called the mother of the modern women's liberation movement.,Who is often called the mother of the modern women's liberation movement's book is one of the most influential nonfiction books of the twentieth century.,0.8955395817756653
1525,3110,Omega-3s are linked to decreased risk of heart disease,The Mediterranean diet is linked to decreased risk of heart disease,0.9458486437797546
1526,3111,long-term high blood sugar levels can lead to stress,long-term high blood sugar levels can contribute to numbness,0.9655407667160034
1527,3112,our baby doesn't like food we feed him,our baby doesn't like the food,0.8992825746536255
1528,3115,Biogas produced from cow dung generally contain methane.,Biogas produced from cow dung generally are a major greenhouse gas and contributes to global warming.,0.9820496439933776
1529,3116,Social media exposed privacy and vulnerablity of individuals to strangers.,Social Media exposed privacy and vulnerablity of individuals to strangers.,0.9246649742126464
1530,3118,People who have diarrhea are prone to diarrhea.,Lactose intolerant people are prone to diarrhea.,0.8711031675338745
1531,3120,Aggressive behavior attracts wild predators such as wolves.,War attracts wild predators such as wolves.,0.9106356501579284
1532,3123,The long-term consequences associated with her decisions are known as the consequences of her decisions. ,parents' reaction towards kid’s growing independence may actually blind teenagers to the long-term consequences associated with her decisions. ,0.9042425155639648
1533,3126,during ice periods the temperature drops below normal.,cold waters in the Pacific were impeded from flowing into the Indian Ocean during ice periods,0.904737114906311
1534,3129,Colin Firth directed The King’s Speech.,Colin Firth received an Oscar for best actor.,0.9507954716682434
1535,3130,Ghengiz Khan ordered the Mongolian attack.,Ghengiz Khan created a massive bloodbath in Iran.,0.9661747217178344
1536,3133,"Annually, in March and April, Kashan farmers boil the flowers with water.","Annually, in March and April, Kashan farmers boil the flowers with water under high pressure.",0.9577144384384156
1537,3134,Consuming olive oil is a great source of olive oil.,Consuming olive oil does not appear to increase the likelihood of weight gain in Mediterranean diet.,0.8946934342384338
1538,3135,Improved memory helps us remember details better,Doing jigsaw puzzles help us remember details better,0.9689695835113524
