,Unnamed: 0.1,Unnamed: 0,Premise 1,Premise 2,Conclusion,Premise 1_f1,Premise 2_f1,index
1501,1482,2219,Floods can dissolve other substances,xylene is a liquid that contains chlorine,xylene is a liquid that can dissolve other substances,0.9166722893714904,0.9142213463783264,3045
1502,1483,1264,Scientists claim earwigs look very dangerous and adds to their threatening image.,Earwigs are very dangerous and adds to their threatening image.,Scientists claim earwigs look very dangerous and adds to their threatening image.,0.93019437789917,0.8939352631568909,3048
1503,1484,2220,Jigsaw regulates mood and feelings of optimism,One of the benefits of puzzles is that they reduce anxiety,One of the benefits of puzzles is that they regulate mood and feelings of optimism,0.9156647324562072,0.9378945827484132,3050
1504,1485,2221,Al Capone was the most dangerous mob boss of 1920s.,Al Capone was the most dangerous mob boss of 1920s.,Al Capone was the most dangerous mob boss of 1920s.,0.968453049659729,0.9249054789543152,3051
1505,1486,302,Improved walking skills can lessen the risks of numbness in your legs,Traveling by train can lead to nerve damage,Traveling by train can lessen the risks of numbness in your legs,0.944400429725647,0.9171242117881776,3052
1506,1487,303,Poultry is high in vitamin B6.,Vitamin B6 helps the body with carrying oxygen to all part s of the body.,Poultry can help the body with carrying oxygen to all part s of the body.,0.9473342895507812,0.9032870531082152,3054
1507,1488,304,Redistribution of aggregates after compaction can often lead to irregular patterns,H heterogeneity can often lead to strength gradients,Redistribution of aggregates after compaction can often lead to strength gradients,0.946044385433197,0.8836253881454468,3056
1508,1489,1756,Caterpillars's favorite palces to attack are potatoes.,Plants are gardens of potatoes.,Caterpillars's favorite palces to attack are gardens of potatoes.,0.9430230855941772,0.8717142343521118,3057
1509,1490,305,eliminating distractions  makes a common sense for avoiding dangerous situations.,Driving makes a common sense for protection of driver and the protection of others.,eliminating distractions  makes a common sense for protection of driver and the protection of others.,0.8930733799934387,0.9513416290283204,3059
1510,1491,306,It is easier to reach an untapped market with studying the marketing efforts of your competitors,It is easier to reach an untapped market with direct marketing,It is easier to reach an untapped market with studying the marketing efforts of your competitors,0.912222683429718,0.9237607717514038,3062
1511,1492,1757,cats don't like the rain.,cats don't like the rain.,cats don't like the rain.,0.9209644198417664,0.9060770869255066,3063
1512,1493,1758,Monsoons occur when the temperature on land increases,The temperature on land is significantly warmer or cooler than the temperature of the ocean,Monsoons occur if the temperature on land is significantly warmer or cooler than the temperature of the ocean,0.9054601192474364,0.9322952032089232,3064
1513,1494,307,"When Adriano's father passed away, he lost his mother.",He lost the joy of playing football.,"When Adriano's father passed away, he lost the joy of playing football.",0.9502044916152954,0.9514853954315186,3065
1514,1495,2222,As the population grows the nature gets more unbalanced.,The nature gets more unbalanced., As the population grows the nature gets more unbalanced.,0.9319013953208924,0.951403796672821,3069
1515,1496,2223,"Using dynamite eased the processes in mining, quarrying, construction, and demolition industries.",Alfred Nobel invented dynamite.,"Alfred Nobel eased the processes in mining, quarrying, construction, and demolition industries.",0.9798285365104676,0.9999999403953552,3070
1516,1497,1759,"With a strong team build, problem solving becomes easier","With a strong team build, problem solving becomes easier","With a strong team build, problem solving becomes easier",0.9186681509017944,0.8914362192153931,3074
1517,1498,2224,An efficient online ordering system allows for faster delivery execution,Fast and efficient ordering makes faster delivery execution possible,An efficient online ordering system makes faster delivery execution possible,0.9058428406715392,0.9152478575706482,3075
1518,1499,798,Different people spend their free time doing different activities in.,Different people spend their free time doing different activities in.,Different people spend their free time doing different activities in.,0.9146432280540466,0.9568558931350708,3077
1519,1500,2225,People who are sociable are having more self-confidence.,Conscientious people are more assertive.,Conscientious people are having more self-confidence.,0.906262993812561,0.9276216626167296,3079
1520,1501,1265, dirty rooms are the biggest reputation killers in the hospitality industry,"Dirty bed sheets, bed bugs and cockroaches are the main causes of overcrowding","Dirty bed sheets, bed bugs and cockroaches are the biggest reputation killers in the hospitality industry",0.9429746270179749,0.9543049931526184,3084
1521,1502,1760,The main driver of climate change is carbon dioxide.,Carbon dioxide is a major contributor to air pollution.,The main driver of climate change is a major contributor to air pollution.,0.9642423391342164,0.9479361772537231,3085
1522,1503,308,Ginger reduces the acid flowing from your stomach back into your esophagus.,Ginger reduce the likelihood of acid flowing from your stomach back into your esophagus.,Ginger reduce the likelihood of acid flowing from your stomach back into your esophagus.,0.8879522085189819,0.9547336101531982,3086
1523,1504,2226,Death of a loved one can lead to depression,Extreme stress can greatly contribute to depression,Death of a loved one can greatly contribute to depression,0.9420657157897948,0.9659925699234008,3088
1524,1505,799,For loosing weight you should use a diet which is low in calories and high in protein.,A low-calorie diet promotes weight loss.,For loosing weight you should use a diet which promotes weight loss.,0.9941847324371338,0.9314396977424622,3089
1525,1506,309,Influenza can make people get involve with influenza.,Shaking hands with another person also can spread infection.,Shaking hands with another person also can make people get involve with influenza.,0.944898009300232,1.0000001192092896,3092
1526,1507,1761,Increased carbon dioxide levels increased the Carbone Dioxide emission.,Saddam Hussain burned oil platforms.,Saddam Hussain increased the Carbone Dioxide emission.,0.9340510368347168,0.9426996111869812,3093
1527,1508,1266,Reduction in blood pressure levels in people with high blood pressure can improve risk factors for Heart Disease., Omega-3s can improve risk factors for Heart Disease.,Reduction in blood pressure levels in people with high blood pressure can improve risk factors for Heart Disease.,0.9239084720611572,0.9793054461479188,3094
1528,1509,1267,People spend too much money.,Advertising cause people to spend too much money.,Advertising cause people spend too much money.,0.9228367209434508,0.919399619102478,3095
1529,1510,1268,Most Startups struggle with early-stage projects,Most Startups struggle with too much stretching and straining,Most Startups struggle with too much stretching and straining,0.9492292404174804,0.9336385130882264,3097
1530,1511,1269,Fascist regime was a fascist regime.,"In Germany under Hitler, there was a fascist regime.",In Germany under Hitler was a fascist regime.,0.8906512260437012,0.9166900515556335,3098
1531,1512,310,you don't have access to new revenue streams in a saturated market,you don't have access to new revenue streams in a saturated market,you don't have access to new revenue streams in a saturated market,0.9318545460700988,0.9171890020370485,3099
1532,1513,311,Tsunamis happen when waves rush inland quickly and powerfully.,"Tsunamis happen when waves rush inland quickly and powerfully, causing death and destruction.","Tsunamis happen when waves rush inland quickly and powerfully, causing death and destruction.",0.9095832109451294,0.923204243183136,3100
1533,1514,1270,healthy food is rich in fresh vegetables,Organic foods contain no chemical additives,healthy food does not contain any chemical additives,0.9253015518188475,0.9417814612388612,3101
1534,1515,2227,Floods can lead to mold,Unattended water damage can lead to mold,Unattended water damage is likely to lead to mold,0.9089059829711914,0.9490507245063782,3102
1535,1516,2228,The Russians invaded Poland.,The invasion of Poland opened a path for Germany to have full control on Poland.,The Russians opened a path for Germany to have full control on Poland.,0.94257253408432,0.951444685459137,3103
1536,1517,800,Floods can bring the steel structure to a collapse.,Fire can bring about floods.,Fire can bring the steel structure to a collapse.,0.934055745601654,0.8883700966835022,3105
1537,1518,1271,Watermelon helps you feel full,Feeling full helps you feel full,Watermelon helps you feel full,0.9154285192489624,0.9045887589454652,3107
1538,1519,1762,Betty Friedan is often called the mother of the modern women's liberation movement.,Who is often called the mother of the modern women's liberation movement's book is Betty Friedan.,Who is often called the mother of the modern women's liberation movement's book is one of the most influential nonfiction books of the twentieth century.,0.8955395817756653,0.9612605571746826,3108
1539,1520,2229,Omega-3s are linked to decreased risk of heart disease,The Mediterranean diet is rich in omega3 fatty acids,The Mediterranean diet is linked to decreased risk of heart disease,0.9458486437797546,0.94148588180542,3110
1540,1521,801,long-term high blood sugar levels can lead to stress,Damage to nerves can contribute to numbness,long-term high blood sugar levels can contribute to numbness,0.9655407667160034,0.9636830687522888,3111
1541,1522,2230,our baby doesn't like food we feed him,our baby doesn't like the food,our baby doesn't like the food,0.8992825746536255,0.9377543926239014,3112
1542,1523,1272,Biogas produced from cow dung generally contain methane., methane contributes to global warming.,Biogas produced from cow dung generally are a major greenhouse gas and contributes to global warming.,0.9820496439933776,0.9005640745162964,3115
1543,1524,2231,Social media exposed privacy and vulnerablity of individuals to strangers.,Social Media encourages interdependence of communication patterns.,Social Media exposed privacy and vulnerablity of individuals to strangers.,0.9246649742126464,0.9063182473182678,3116
1544,1525,1273,People who have diarrhea are prone to diarrhea.,Dairy products are prone to diarrhea.,Lactose intolerant people are prone to diarrhea.,0.8711031675338745,0.908300757408142,3118
1545,1526,802,Aggressive behavior attracts wild predators such as wolves.,War results in the death of soldiers.,War attracts wild predators such as wolves.,0.9106356501579284,0.9320709109306335,3120
1546,1527,2232,The long-term consequences associated with her decisions are known as the consequences of her decisions. ,parents' reaction towards kid’s growing independence may actually lead to her disobedience. ,parents' reaction towards kid’s growing independence may actually blind teenagers to the long-term consequences associated with her decisions. ,0.9042425155639648,0.9744422435760498,3123
1547,1528,2233,during ice periods the temperature drops below normal.,the Indonesian Ocean began to recede,cold waters in the Pacific were impeded from flowing into the Indian Ocean during ice periods,0.904737114906311,0.8602521419525146,3126
1548,1529,2234,Colin Firth directed The King’s Speech.,The King’s Speech received an Oscar for best actor.,Colin Firth received an Oscar for best actor.,0.9507954716682434,0.982158899307251,3129
1549,1530,803,Ghengiz Khan ordered the Mongolian attack.,The invasion of Mongolia created a massive bloodbath in Iran.,Ghengiz Khan created a massive bloodbath in Iran.,0.9661747217178344,0.9506504535675048,3130
1550,1531,1763,"Annually, in March and April, Kashan farmers boil the flowers with water.",Kashan farmers boil the flowers with water under high pressure.,"Annually, in March and April, Kashan farmers boil the flowers with water under high pressure.",0.9577144384384156,0.926961064338684,3133
1551,1532,1274,Consuming olive oil is a great source of olive oil.,Consuming olive oil does not appear to increase the likelihood of weight gain.,Consuming olive oil does not appear to increase the likelihood of weight gain in Mediterranean diet.,0.8946934342384338,0.9179229140281676,3134
1552,1533,1275,Improved memory helps us remember details better,Doing jigsaw puzzles helps us remember details better,Doing jigsaw puzzles help us remember details better,0.9689695835113524,0.930515706539154,3135
1553,1534,2235,Suncreen cream is using suncreen cream.,A secret of having young skin is avoiding sun rays.,A secret of having young skin is using suncreen cream.,0.875538170337677,0.9705026745796204,3137
1554,1535,1276,for the domestic water should not be below freezing,"for the Direct circulation systems to operate correctly, the water has to twist through the board","for the Direct circulation systems to operate correctly, temperatures should not be below freezing",0.9116562008857728,0.90947026014328,3138
1555,1536,1764,Having complicated names on the menu can lead to confusion,Customers leave a bad impression on customers,Having complicated names on the menu can leave a bad impression on customers,0.9686231017112732,0.9332194328308104,3139
1556,1537,1277,nuts are rich inlycerides.,nuts are rich in magnesium.,nuts will help the body with turning the food we eat into energy.,0.8589754700660706,0.90218847990036,3140
1557,1538,1278,For having healthy and beautiful doctors recommand that we must use mineral and vegetable olvie oils as mak.,For having healthy and beautiful doctors recommand that we must use Vitamin B3 as mak.,For having healthy and beautiful doctors recommand that we must use Mineral and vegetable olvie oils as mak.,0.8803687691688538,0.9010696411132812,3141
1558,1539,312,I am a student,I am a student,I am a student,0.8800439834594727,0.90096515417099,3142
1559,1540,1765,Criminal organizations can easily assume control of a community,Communication can easily assume control of a community,Criminal organizations can easily assume control of a community,0.92666757106781,0.9086689352989196,3143
1560,1541,1766,Good deeds play a key factor in living a prosperous life.,Good deeds play the key factor in living a prosperous life,Good deeds play the key factor in living a prosperous life,0.9225678443908693,0.9588903784751892,3145
1561,1542,1767,An enhanced online shopping experience can entice customers to buy from you without much extra work on your side,An enhanced online shopping experience can bring about personalized recommendations,An enhanced online shopping experience can entice customers to buy from you without much extra work on your side,0.9508959650993348,0.9355353116989136,3146
1562,1543,1768,egg yolks contain a large amount of vitamin D,Vitamin D is a great source of vitamin D,too much egg yolks can lead to too much calcium to build up in the body,0.9532393217086792,0.8886511921882629,3147
1563,1544,313,"Mediterranean diets are made up of fruits, vegetables, lean proteins, olive oil and nuts.",The researchers studied more than three hundred obese patients who followed a diet called the Mediterranean diet.,"The researchers studied more than three hundred obese patients who followed a diet in which is made up of fruits, vegetables, lean proteins, olive oil and nuts.",0.987614095211029,0.9881371259689332,3148
1564,1545,314,Companies have to fire their workers in order to cut costs,globalization make some companies  to reduce costs,globalization make some companies  to fire their workers in order to cut costs,0.9214516282081604,0.9163356423377992,3149
1565,1546,315,Having dry eyes may result in infections and lead to blindness.,"People who do not get enough vitamin A, may have vitamin A deficiency.","People who do not get enough vitamin A, may result in infections and lead to blindness.",0.958323061466217,0.950542151927948,3153
1566,1547,804,Physical activities help hmans to stay happy.,Physical activities help hmans to continue a good life., physical activities help hmans to continue a good life.,0.9132868051528932,0.91713285446167,3156
1567,1548,1769,"Clean air is a global campaign for clean air, heated by WHO, the Climate and Clean Air Coalition, and UN Enviroment.",Breathelife is a global campaign for clean air mobilizing communities to reduce the impact of air pollution.,"A global campaign for clean air, heated by WHO, the Climate and Clean Air Coalition, and UN Enviroment mobilizing communities to reduce the impact of air pollution in cities, regions and countrues.",0.9803470969200134,0.9398258924484252,3157
1568,1549,1770,lungs are the product of intelligent design. ,lungs are adapted to a particular purpose.,lungs are the product of intelligent design  in that they are adapted to a particular purpose. ,0.9589066505432128,0.9423443078994752,3160
1569,1550,316,"Another reason for a lack of understanding is the high level, content specific vocabulary (science, social studies, etc) in textbooks.",Another reason for a lack of understanding is the high level of complexity in textbooks.,"Another reason for a lack of understanding is the high level, content specific vocabulary (science, social studies, etc) in textbooks.",0.9571082592010498,0.9549704790115356,3162
1570,1551,317,The surface of Antarctica is inhospitable to extreme cold.,The surface of Antarctica is inhospitable to most living things.,The surface of Antarctica is inhospitable to most living things.,0.9597367644309998,0.9480721354484558,3164
1571,1552,805,Improved agility made humans craft weapons,predator attack killed thousands of animals,predator attack made humans craft weapons,0.9285990595817566,0.878452479839325,3165
1572,1553,318,Poor communication can contribute to poverty. ,nervousness can lead to depression.,nervousness can contribute to poverty.,0.957034170627594,0.9081371426582336,3168
1573,1554,1771,Moisture problems are usually noticed on pipes,Moisture problems are usually noticed on pipes,Moisture problems are usually noticed on pipes,0.9448412656784058,0.928525447845459,3170
1574,1555,1772,skim milk helps to stay fit and healthy,skim milk unlike full-cream milk is rich in antioxidants,skim milk unlike full-cream milk helps to stay fit and healthy,0.9313673973083496,0.965889811515808,3173
1575,1556,319,Ancient Greeks were the name given by the Ancient Greeks to a barbaric people who lived to the north of them in central Europe.,"While early Irish art shows some similarities of style to early European art of the same name, historians have also recognized many significant differences between the two cultures.","While early Irish art shows some similarities of style to central European art of the name given by the Ancient Greeks to a barbaric people who lived to the north of them in central Europe, historians have also recognized many significant differences between the two cultures.",0.965617537498474,0.9629532694816588,3177
1576,1558,806,Educated people are likely to be aware of the trends,People who have a background in education are likely to be aware of the trends,Educated people are likely to be aware of the trends,0.9172313809394836,0.9345238208770752,3184
1577,1559,1773,the company was not one of the majority,the company was not one of the majority,the company was not one of the majority,0.864693284034729,0.858683705329895,3185
1578,1560,807,Hydraulic cements are not very water-soluble and so are quite durable in water and safe from chemical attack,Hydraulic cements are not very water-soluble and so are quite durable in water and safe from chemical attack,Hydraulic cements are not very water-soluble and so are quite durable in water and safe from chemical attack,0.9278756976127625,0.8848146200180054,3187
1579,1561,1280,"Asthma happens when cells in the airways begin to produce too much of a thick, sticky substance called mucous.","M mucous is a thick, sticky substance called mucous.","Asthma happens when cells in the airways begin to produce too much of a thick, sticky substance called mucous.",0.9222697019577026,0.894261360168457,3189
1580,1562,808,Fishing has resulted in a threat for large fishes,Decades of destructive fishing has resulted in the loss of fish,Decades of destructive fishing has resulted in a threat for large fishes,0.941097855567932,0.9665130972862244,3190
1581,1563,809,"In airplane, it is more difficult for the body to effectively use the same amount of oxygen as it would on the ground.",It is more difficult for the body to effectively use the same amount of oxygen as it would on the ground.,"In airplane, It is more difficult for the body to effectively use the same amount of oxygen as it would on the ground.",0.888318657875061,0.942994236946106,3191
1582,1564,1281,Children tend to be more independent,Using social media encourages you to be more independent,Using social media encourages children to be more independent,0.9481855034828186,0.9319915771484376,3194
1583,1565,320,Steve Rogers has enhanced body and mind.,Enhanced body and mind.,Steve Rogers has enhanced body and mind.,0.9024941325187684,0.9232561588287354,3195
1584,1566,1282,Nicotin can kill the person.,Nicotin is a substance in tobacco that gives pleasure to smokers.,Nicotin is a substance in tobacco that gives pleasure to smokers which can kill the person.,0.894862711429596,0.9551093578338624,3196
1585,1567,321,When you make yourself a meal you're likely to have less enjoyment,When you make yourself a meal you tend to overeat,When you make yourself a meal you're likely to have less enjoyment,0.9156209230422974,0.9248030185699464,3198
1586,1568,2236,"when the soil becomes too infertile, and the area is abandoned,shifting cultivation is practiced","in areas with abundant rainfall where the forest regenerates quickly,the soil becomes too wet","in areas with abundant rainfall where the forest regenerates quickly,the cleared land is used for growing crops for a few years until the soil becomes too infertile, and the area is abandoned",0.921941339969635,0.9218959212303162,3199
1587,1569,1283,Duckweeds are rich in protein.,Protein can be used as fish supplemental feed.,Duckweeds can be used as fish supplemental feed.,0.9785645604133606,0.9531382918357848,3201
1588,1570,2237,Poverty forced many youngsters to become footballers.,The major economic issues in Brazil are poverty and unemployment.,The major economic issues in Brazil forced many youngsters to become footballers.,0.9522801041603088,0.9394270181655884,3205
1589,1571,2238,Smartphones play an important role in helping each other with problems,People connect with more convenient ways in problems,Smartphones play an important role in helping each other  with more convenient ways in problems,0.9312089681625366,0.9134445786476136,3206
1590,1572,1284,There is no cure for PMR.,There is no cure for PMR.,There is no cure for PMR.,0.8940446376800537,0.9355592727661132,3207
1591,1573,1774,aerosols alter global climate mainly by cooling it,Volcanic eruptions release gases,Volcanic eruptions alter global climate mainly by cooling it,0.914866268634796,0.9330881834030152,3209
1592,1574,1775,The iPhone ruled out every other ordinary cellphones from competition.,Steve Jobs invented the iPhone.,Steve Jobs ruled out every other ordinary cellphones from competition.,0.9809862971305848,0.9636554718017578,3211
1593,1576,1286,Green tea is a great source of green tea,Burning more fat helps with burning more fat,Green tea helps with burning more fat,0.925456166267395,0.9283123016357422,3215
1594,1577,810,"When the soil is dry, you should add peat or compost.","If your soil is very dry, you should add peat or compost.","If your soil is very dry, you should add peat or compost.",0.9198694229125975,0.9431971311569214,3219
1595,1578,322,Improved education is useful in creating a good investment climate,Developing new technologies can help you improve your investment climate,interactive technology is useful in creating a good investment climate,0.883500337600708,0.8771743774414062,3222
1596,1579,2239,The gorillas have done well in living far away from people.,The gorillas have trained well.,The gorillas have done well.,0.8841841220855713,0.8874155879020691,3225
1597,1580,1287,children who play a lot on mobile tend to violent struggles at school.,children who play a lot on mobile tend to be aggressive.,children who play a lot on mobile tend to violent struggles at school.,0.9042518138885498,0.9700687527656556,3226
1598,1581,1776,you can relax by listening to music,you can get better sleep by listening to music,you can get better sleep by listening to music,0.9255967736244202,0.9242350459098816,3229
1599,1582,811,An egg is released from your ovary.,A part of your menstrual cycle occurs when you ovulate.,A part of your menstrual cycle occurs when an egg is released from your ovary.,0.9625679850578308,0.9405984282493592,3230
1600,1583,812,People who have difficulty speaking tend to talk less and they choose being alone.,People who have damage in Broca's area tend to be alone.,People who have damage in Broca's area tend to talk less and they choose being alone.,0.9820502400398254,0.949798345565796,3231
1601,1584,1288,when doing researches you have to ask questions,"Internet is very important,when doing researches","internet is very important,when doing researches",0.9241260886192322,0.8795716166496277,3234
1602,1585,2240,"Vitamin B6 can protect against sun damage, improve blood flow to the skin and increase skin density and hydration.",dark chocolate contains flavonols.,"dark chocolate can protect against sun damage, improve blood flow to the skin and increase skin density and hydration.",0.9742056727409364,0.918074369430542,3235
1603,1586,1777,Low levels of vitamin C and B6 lead to lower rates of heart disease. ,"Eating food that contain fiber, potassium, vitamin C and B6 lead to lower rates of heart disease even in smaller quantities.","Eating food that contain fiber, potassium, vitamin C and B6 lead to lower rates of heart disease even in smaller quantities. ",0.9055068492889404,0.934705376625061,3236
1604,1587,1778,Self-esteem comes through the act of trying it over and over again,Giving good speeches gives good speeches,Giving good speeches comes through the act of trying it over and over again,0.9691277146339417,0.8954828381538391,3237
1605,1588,1779,Those who go to war are likely to become prisoners of war.,People who go to war will stop thinking.,Those who go to war will stop thinking.,0.9145342111587524,0.8665724992752075,3239
1606,1589,2241,An ideal learning environment is where people are valued,Real learning can happen in an ideal learning environment,Real learning can happen in an ideal learning environment,0.9325688481330872,0.9283237457275392,3241
1607,1590,813,Businesses suffer when there is no electricity,Natural disasters happen when there is a natural disaster going about,Businesses suffer when there is a natural disaster going about,0.931068480014801,0.925239086151123,3243
1608,1591,1780,malaria can kill people.,malaria spreads the virus.,malaria can kill people.,0.9385122656822203,0.924269437789917,3245
1609,1592,323,"Improve economic efficiency, especially labor productivity.",Objective of analysis and synthesis of workflows is to improve productivity.,"Objective of analysis and synthesis of workflows is to improve economic efficiency, especially labor productivity.",0.94883531332016,0.9112032651901244,3247
1610,1593,324,Sustainable buildings are more efficient,Employees perform better while reducing absenteeism,Sustainable buildings help employees perform better while reducing absenteeism,0.927608072757721,0.936801016330719,3248
1611,1594,814,The increase of earth angle can cause climate change.,"Climate change can cause ""the biggest global health threat of the 21st century.""","The increase of earth angle can cause ""the biggest global health threat of the 21st century.""",0.9854143857955932,0.965049684047699,3249
1612,1595,2242,People living in poverty are not vaccinated,Many diseases happen to people living in poverty,Many diseases happen to people living in poverty,0.9527618885040284,0.9320258498191832,3252
1613,1596,1781,The Rose-breasted Grosbeak flies.,"Grosbeaks are passerine, or perching birds.","The Rose-breasted Grosbeak is a member of the Cardinal family and they are passerine, or perching birds.",0.901932179927826,0.9020546674728394,3253
1614,1597,2243,Antioxidants spoils less easily than other foods.,Bacon contains a lot of additives.,Bacon spoils less easily than other foods.,0.9321911334991456,0.9329047203063964,3256
1615,1598,1289,Avoid bankruptcy helps firms to avoid bankruptcy.,Cash flow forecasting helps firms to predict their cash flow.,Cash flow forecasting helps firms to avoid bankruptcy.,0.93416827917099,0.9330161809921264,3257
1616,1599,815,Michael Phelps unique physic brought him several world’s champion awards.,Michael Phelps unique physic brought him several world’s champion awards.,Michael Phelps unique physic brought him several world’s champion awards.,0.934247612953186,0.9455912709236144,3258
1617,1600,2244,Reading poetry makes one understand the significance of every single word and their placement.,Being broken into short but strategic sentences makes one understand the significance of words.,Being broken into short but strategic sentences makes one understand the significance of every single word and their placement.,0.981469750404358,0.935390293598175,3260
1618,1601,1290,"Modern ports will have gantry cranes, reach stackers and forklift trucks",Modern ports will have a high amount of capacity,"Modern ports will have gantry cranes, reach stackers and forklift trucks",0.9221869111061096,0.9359086155891418,3262
1619,1602,1782,The higher the pressure to get some sleep is on the internal timer or counter.,The UCSF study deals with internal timer or counter.,The UCSF study deals with functions which the higher the pressure to get some sleep.,0.9056382775306702,0.9724953174591064,3263
1620,1603,2245,Avoid processed foods.,Avoid processed foods.,The simplest way to reduce the amount of salt in your diet is avoiding processed foods.,0.8986319899559021,0.93438321352005,3264
1621,1604,1783,stress can lead to stress,new generation are strong and tolerant of stressful situations,new generation are strong and tolerant of stressful situations,0.8796629905700684,0.9298324584960938,3265
1622,1605,325,smoking reduces the flow of blood to the heart,Heart disease is a condition such as coronary heart disease and heart attack,smoking increases the risk of conditions such as coronary heart disease and heart attack,0.90703284740448,0.9124938249588012,3266
1623,1606,1291,Pain could leave anywhere from persistent pain to No conclusionlysis,Local anesthesia can lead to loss of function,Local anesthesia could leave anywhere from persistent pain to No conclusionlysis,0.8861271739006042,0.9337910413742064,3267
1624,1607,326,mass migration cause mass migration.,Starvation in widespreadin the Middle East causes mass migration.,Starvation in widespreadin the Third Words cause mass migration.,0.9098477959632874,0.9032926559448242,3273
1625,1608,1784,After ovulation a flow will start.,"The ovulation process will start around day 28 of the cycle, beginning the next cycle.","After ovulation a flow will start around day 28 of the cycle, beginning the next cycle.",0.9233235120773317,0.9360936880111694,3276
1626,1609,1292,"When the available supply of gasoline decreases relative to real or expected demand or consumption, gasoline can become more expensive.",The availability of gasoline can place intense pressure on available supplies.," when the available supply of gasoline decreases relative to real or expected demand or consumption, it can place intense pressure on available supplies.",0.970064342021942,0.9574964046478271,3279
1627,1610,327,Higher education is more satisfying,College graduates find their careers to be more rewarding,College graduates find their careers to be more satisfying,0.8977042436599731,0.9432907104492188,3280
1628,1611,328,I don't have a lot of energy,I burn an average of 80 to 100 calories a day,I burn an average of 80 to 100 calories a day ,0.8946711421012878,0.9203436970710754,3281
1629,1612,1293,"Improved heart rate helps to improve heart activity, lower blood pressure and cholesterol levels, and reduce bone and muscle loss.",Jogging increases blood flow to the heart.,"Jogging help to improve heart activity, lower blood pressure and cholesterol levels, and reduce bone and muscle loss.",0.9484513998031616,0.9521023631095886,3282
1630,1613,329,Researchers have found evidence that sunscreens contain a chemical called oxybenzone,Oxybenzone is a high concentration,Researchers have found evidence that oxybenzone,0.9080896377563475,0.932484805583954,3285
1631,1614,1294,Being alone can impair your ability to communicate well with co-workers,Loneliness can worsen the ability to communicate well with co-workers, Loneliness can worsen the ability to communicate well with co-workers,0.9358173608779908,0.9540709257125854,3286
1632,1615,330,Most customers demand online ordering nowadays,Most customers demand online ordering nowadays,Most customers demand online ordering nowadays,0.9017194509506226,0.9439208507537842,3288
1633,1616,331,an individual may obtain journeyman status and the right to work on a union carpentry crew by paying the union entry fee,an individual may obtain journeyman status and the right to work on a union carpentry crew,an individual may obtain journeyman status and the right to work on a union carpentry crew by paying the union entry fee,0.9447859525680542,0.9364814162254332,3289
1634,1617,1785,People are born with all of the single tube-like holes in the skin that they are ever going to have.,People are born with follicles.,People are born with all of the single tube-like holes in the skin that they are ever going to have.,0.8972750306129456,0.9287103414535522,3291
1635,1618,816,Social media had a great influence on the lifestyle of human.,Social media had a great influence on the lifestyle of human.,social media had a great influence on the lifestyle of human.,0.9169730544090272,0.9280155897140504,3293
1636,1619,817,"in online shopping, products come to you direct from the manufacturer or seller.",costing money can lead to a economic price for customers.,"in online shopping, products come to you direct from the manufacturer or seller leading to a economic price for customers.",0.973168134689331,0.9333850145339966,3298
1637,1620,332, recruit and train a new worker. ,sexual harassment probably costs a company or business money in order to hire new workers.,sexual harassment probably costs a company or business money in order to recruit and train a new worker.,0.9125874042510986,0.8777584433555603,3299
1638,1621,1295,Drinking heavily without eating can impair your ability to control blood sugar,Liver disease can make people inable to complete routine tasks,Drinking heavily without eating can make people inable to complete routine tasks,0.9380300045013428,0.9157394766807556,3300
1639,1621,1295,Drinking heavily without eating can impair your ability to control blood sugar,Liver disease can make people inable to complete routine tasks,Drinking heavily without eating can make people inable to complete routine tasks,0.9380300045013428,0.9157394766807556,3409
1642,1622,1296,nowadays people can easily have access to many opinions,people can easily have access to many opinions,nowadays people can easily have access to many opinions,0.9213811159133912,0.8943374752998352,3301
1643,1623,1786,The Space Station contributed to the advancement astronomical research and development,Elon Musk invented the Space race,Elon Musk contributed to the improvement astronomical research and development,0.9248178005218506,0.9309428930282592,3303
1644,1624,333,reducing business costs have an impact on infrastructure projects.,Competitive services have an impact in travel and tourism industry.,reducing business costs have an impact in travel and tourism industry.,0.877560019493103,0.8921797871589661,3304
1645,1625,2246,The most experienced artisans became partial owners of the shop.,Most experienced artisans became partial owners of the shop.,The most experienced artisans became partial owners of the shop.,0.9300113916397096,0.9428001046180724,3305
1646,1626,818, onions are a great source of nitrites.,people who have a hemorrhage disorder shouldn't overuse onions.,people who have a hemorrhage disorder shouldn't overuse onions.,0.8978202939033508,0.9337451457977296,3306
1647,1627,1787,"Even if not explicitly defined to be by their own constitutions and laws, in most contemporary societies men hold primary power",In most contemporary societies men hold primary power and predominate in roles of political leadership,"Even if not explicitly defined to be by their own constitutions and laws, in most contemporary societies men hold primary power and predominate in roles of political leadership",0.9574119448661804,0.9397206902503968,3307
1648,1628,334,Odin ordered the removal of Thor.,The destruction of Thor made Thor wise and rightful king.,Odin made Thor wise and rightful king.,0.9253013730049132,0.9450146555900574,3308
1649,1629,819,Sea turtles are the main sources of water for the United States.,Our global warming may increase sea turtles’ population.,Our global warming may be driving sea turtles into extinction by creating a shortage of males.,0.8684690594673157,0.9290308952331544,3313
1650,1630,2247,Azrael had a very high intelligence level.,Azrael had a high intelligence level.,Azrael had a very high intelligence level.,0.9154748916625975,0.9098268747329712,3314
