,Unnamed: 0,index,Premise 1,Premise 2,Conclusion,Premise 1_f1,Premise 2_f1
1442,289,2948,Many children who live in poverty have to work in temporary jobs,Working part-time means you forget about education,Many children who live in poverty have to forget about education,0.9713546633720398,0.9179312586784363
1443,2213,2949,"In certain people, the lack of sunlight in the winter makes them feel sad and hopeless",Depression contributes to a lack of appetite,"In certain people, the lack of sunlight in the winter contributes to a lack of appetite",0.9585281610488892,0.9614929556846619
1444,290,2950,I was out with an old friend who had just finished her first marathon.,"Aaptiv was a workout app that included workout programs with tons of workouts, classes and training plans.","I was out with an old friend who had just finished her first marathon, and she was raving about how much an audio-guided workout app that included workout programs with tons of workouts, classes and training plans, had helped her.",0.9545190930366516,0.9720996618270874
1445,2214,2955,People who are optimistic tend to have a healthy diet,People who tend to have healthier diets live longer,People who are optimistic live longer,0.9745784401893616,0.9155128598213196
1446,790,2958,The liquid albuterol medicine turned the liquid alcohol into mist.,The doctor gave Arick a special machine called a nebulizer.,The doctor gave Arick a special machine that nebulizer turned the liquid albuterol medicine into mist.,0.9193049669265747,1.0000001192092896
1447,291,2959,People consuming selenium supplements may not benefit from its effects on cancer.,Selenium supplements may not benefit from certain types of cancer.,People consuming selenium supplements may not benefit from selenium effects on cancer.,0.8829377293586731,0.8539747595787048
1448,791,2961,"When communication strengthen amongst two countries, communication can develop amongst them.","People learn from the economic of other nations, as well.","When communication strengthen amongst two countries, people learn from the economic of other nations.",0.9273053407669067,0.9327824711799622
1449,292,2966,"With less construction waste, governments have more options about which projects to spend more money on",Green buildings tend to have less rubbish produced during the building process,"With green buildings, governments have more options about which projects to spend more money on",0.9514419436454773,0.926185131072998
1450,2215,2967,Old-fashion schools are seen as a sign of growth in old-fashion education.,People who have to face restrictions often feel uncomfortable.,Children feel disinterested Children feel disinterested.,0.8798055052757263,0.8838720917701721
1451,293,2969,Sound data provides a deep and thorough analysis of the considered situation,The decisions made about the whereabouts of a strategic plan are based on reliable information,The decisions made about the whereabouts of a strategic plan are based on the deep and thorough analysis of the considered situation,0.9382843375205994,0.9771479368209839
1452,1258,2973,Studies show that Keeping your mind busy can lessen the risks of Alzheimer’s,Keeping the mind active through problem-solving activities keeps the brain active,Studies show that solving puzzles can lessen the risks of Alzheimer’s,0.9452267289161682,0.9287557601928711
1453,1259,2977,Blowing the gases away from the eyes can prevent uncontrollable tears caused by onion.,using a fan can blow away the gases produced by onion.,using a fan can can prevent uncontrollable tears caused by onion,0.9415544867515564,0.9515271782875061
1454,1260,2978,France is one of the world's top tourism destinations.,Touristic countries receive a massive annual income from foreigners.,France receive a massive annual income from foreigners.,0.9492174983024597,0.9560770988464355
1455,792,2980,The availability of skilled workers has led china to a dramatic economical growth.,China's large population has resulted in cheap labour.,China's large population has led china to a dramatic economical growth.,0.9599952101707458,0.9483147859573364
1456,793,2982,"Water, wind, or ice weathered rocks.",Weathering breaks down or dissolves rocks.,"Water, wind, or ice breaks down or dissolves rocks.",0.9190759658813477,1.0000001192092896
1457,294,2983,Some theorists have proposed that dreams function to unlearning useless memories or noise that has been acquired during the day.,"Shutting out irrelevant memories or noise that has been acquired during the day will leave space for relevant, useful memories to be strengthened.","Some theorists have proposed that dreams function to leave space for relevant, useful memories to be strengthened.",0.9894943237304688,0.9624272584915161
1458,1261,2986,a significant decrease in genetic diversity and resources among livestock breeds and crossbreeds have led to a significant decreased in genetic Diversity and resources amongst livestock breeds,"During the second half of the 20th century, producers using selective breeding introduced pureblood and hybrid farm animals","During the second half of the 20th century, producers using selective breeding have led to a significant decrease in genetic diversity and resources among livestock breeds",0.9046278595924377,0.9550023078918457
1459,1262,2990,"If the immune system is too weak to fight off other diseases and infections, person could die as soon as possible.","Without treatment, a person with HIV is likely to develop a serious condition in which the immune system is too weak to fight off other diseases and infections","Without treatment, a person with HIV is likely to develop a serious condition in which person could die as soon as possible.",0.9938607215881348,0.99153071641922
1460,1749,2991,Children growing up in a home where one parent is suffering from alcoholism are likely to be subject to negative influences,People who are constantly exposed to negative behaviour are likely to become violent,Children growing up in a home where one parent is suffering from alcoholism are likely to become violent,0.9732168316841125,0.9343363642692566
1461,295,2993,Children need to be patient,It's important to teach children how to solve their problems,It's important to teach children to be patient,0.8985951542854309,0.9550766348838806
1462,296,2996,Smoking releases the toxins in your body.,Poison and venoms cause cellulite.,smoking cause cellulite.,0.917361855506897,0.9140848517417908
1463,297,2998,too much potatoes can surely lead to overusing vitamin C.,Too much Vitamin C could surely lead to flatulence,too much potatoes could surely lead to flatulence,0.9082183241844177,0.9411279559135437
1464,1750,2999,Excessive fructose consumption may cause resistance to leptin.,Leptin is an impotant hormone that regulates hunger and tells your body to stop eating.,Excessive fructose consumption may cause resistance to an impotant hormone that regulates hunger and tells your body to stop eating.,1.0,0.9914247393608093
1465,794,3001,Eren is a titan.,Titan spine fluid is injected with Titan spine fluid.,Eren has been injected with Titan spine fluid.,0.9665277600288391,0.9147989153862
1466,1751,3003,olive oil helps regulate blood flow to your brain.,The brain helps regulate blood flow in brain,olive oil helps regulate blood flow in brain,0.8908020853996277,0.884182870388031
1467,795,3005,"when digital assets are not clearly defined, blockchain too.",there is an uncertainty in handling blockchain too.,there is an uncertainty in handling blockchain too.,0.8876907825469971,0.9166131019592285
1468,796,3006,Exergaming can prevent or at least delay type 2 diabetes,Improve physical activity can delay the type 2 diabetes,Exergaming can delay the type 2 diabetes,0.8567613959312439,0.8993375897407532
1469,1752,3013,Suleiman the Magnificent ordered the destruction of Spain.,Persuasion of Spain troops made Spain kingdom withdrew.,Suleiman the Magnificent made Spain kingdom withdrew.,0.9428148865699768,0.9037790298461914
1470,2216,3016,David Hepburn was an English doctor.,Physician and anatomist were appreciated in his society.,David Hepburn was appreciated in his society.,0.9402575492858887,0.9031959176063538
1471,298,3020,Tourism is a key component of the European economy and will continue to stagnate.,Tourism is the main driver of European tourism.,European tourism will continue to stagnate in the future.,0.9180577397346497,0.9144098162651062
1472,1263,3021,The health of nuclear plant’s staff can be protected by lead shielding.,Lead shielding protects against radiation.,Lead shielding protects the health of nuclear plant’s staff.,0.9442184567451477,0.9123187065124512
1473,1753,3022,"Wheat bran, whole grains, cereals, seeds, and the skins of many fruits and vegetables contain large amounts of insulinuble fiber.",Insoluble fiber helps the stool pass more quickly through the intestines.,"wheat bran, whole grains, cereals, seeds, and the skins of many fruits and vegetables helping the stool pass more quickly through the intestines.",0.9481047987937927,0.972149670124054
1474,1754,3024,Cognitive architecture is a theory about the structure of the human mind,One of the main goals of cognitive architecture is to summarize the various results of cognitive psychology in a comprehensive computer model,"One of the main goals of a theory about the structure of the human mind,is to summarize the various results of cognitive psychology in a comprehensive computer model",0.9776734709739685,0.9945036172866821
1475,299,3026,flying of unknown drones can disturb the crowd,Stadium owners must spend more money on security,Stadium owners must spend more money on security because of the flying of unknown drones,0.9304727911949158,0.9630765914916992
1476,300,3027,Buying goods from bargain brands usually come at a steep discount,Consumers looking for high quality products refuse buying goods from companies that have lower prices,Consumers looking for high quality products refuse buying goods from bargain brands,0.890356183052063,0.9823862314224243
1477,797,3031,"Lobsters can guard themselves from injuries, learn to avoid dangerous situations, possessing nociceptors.",Nociceptors have the criteria for a pain response.,Lobsters has the criteria for a pain response.,0.9645726680755615,0.9078688025474548
1478,2217,3034,Acid reflux happens when contents from your stomach move up into your esophagus.,Acid reflux can cause an uncomfortable burning feeling in your chest.,When contents from your stomach move up into your esophagus it can cause an uncomfortable burning feeling in your chest.,0.9648756980895996,0.9999998807907104
1479,2218,3040,Extra virgin olive oil is resistant to high heat.,Extra virgin olive oil is rich in monounsaturated fats., Extra virgin olive oil is resistant to high heat.,0.913172721862793,0.9120460748672485
1480,301,3041,Most cell phones have Internet access.,Internet surfing help students in gathering the information that they need for school , most cell phones help students in gathering the information that they need for school ,0.9544410705566406,0.9651967287063599
1481,1755,3043,A standardized currency involves promises to exchange the note for money under certain circumstances,"If a country has its own national currency, this involves regulating its currency","If a country has its own national currency, this involves promises to exchange the note for money under certain circumstances",0.95811927318573,0.9575137495994568
1482,2219,3045,liquid that can dissolve other substances,xylene is a liquid with a large amount of chlorine in it,xylene is a liquid that can dissolve other substances,0.9415557980537415,0.9033300876617432
1483,1264,3048,Scientists claim a large pair of pincers at the end of their abdomen look very dangerous and adds to their threatening image.,Earwigs have large pair of pincers at the end of their abdomen.,Scientists claim earwigs look very dangerous and adds to their threatening image.,0.9727754592895508,0.994194746017456
1484,2220,3050,dopamine regulates mood and feelings of optimism,One of the benefits of puzzles is that they contain a neurotransmitter called Dopamine,One of the benefits of puzzles is that they regulate mood and feelings of optimism,0.9587220549583435,0.9376363754272461
1485,2221,3051,The most dangerous mob boss of 1920s was Al Capone.,Exaggerated violent actions made Al Capone famous.,Al Capone was the most dangerous mob boss of 1920s.,0.9603033065795898,0.9229976534843445
1486,302,3052,Moving freely around the cabin can lessen the risks of numbness in your legs,Traveling by train gives you the ability to freely walk about the compartment,Traveling by train can lessen the risks of numbness in your legs,0.9529104232788086,0.9718056917190552
1487,303,3054,Poultry is a great source of vitamin B6.,Vitamin B6 helps the body with carrying oxygen to all part s of the body.,Poultry can help the body with carrying oxygen to all part s of the body.,0.9464316964149475,0.9032870531082153
1488,304,3056,Redistribution of aggregates after compaction can often lead to the lack of uniformity brough about by the impact of trembles,Hieromogeneity can often lead to strength gradients,Redistribution of aggregates after compaction can often lead to strength gradients,0.9265028238296509,0.8890708684921265
1489,1756,3057,Caterpillars's favorite palces to attack are potatoe.,Plants which have strach products are gardens of potatoes.,Caterpillars's favorite palces to attack are gardens of potatoes.,0.9271678924560547,0.8974732160568237
1490,305,3059,Eliminating distractions is the first step in avoiding accidents.,Reducing driving makes a common sense for protection of driver and the protection of others.,eliminating distractions  makes a common sense for protection of driver and the protection of others.,0.9166575074195862,0.9670291543006897
1491,306,3062,Studying the marketing efforts of your competitors provides you with valuable insights about the purpose market of your rivals,It is easier to reach an untapped market,It is easier to reach an untapped market with studying the marketing efforts of your competitors,0.9471619725227356,0.9266970157623291
1492,1757,3063,cats don't like rainy days.,"When the weather is wet and smooth, the cats prefer to be dry and smooth.",cats don't like the rain.,0.9166901111602783,0.884471595287323
1493,1758,3064,Monsoons are characterized by strong oceanic winds,Large-scale sea breezes occur if the temperature on land is significantly warmer or cooler than the temperature of the ocean,Monsoons occur if the temperature on land is significantly warmer or cooler than the temperature of the ocean,0.9300541281700134,0.9485317468643188
1494,307,3065,"When Adriano's father passed away, he was depressed.","When you struggle with deep depression, you lose the joy of playing football.","When Adriano's father passed away, he lost the joy of playing football.",0.9723305702209473,0.9370612502098083
1495,2222,3069,As the population grows the more resources we have.,The nature gets more unbalanced., As the population grows the nature gets more unbalanced.,0.9544034004211426,0.951403796672821
1496,2223,3070,"The invention of dynamite eased the processes in mining, quarrying, construction, and demolition industries.",Alfred Nobel invented dynamite.,"Alfred Nobel eased the processes in mining, quarrying, construction, and demolition industries.",0.9852597117424011,1.0
1497,1759,3074,"When people who excel in different areas can work together, problem solving becomes easier","With a strong team build, people with different orientations can work together","With a strong team build, problem solving becomes easier",0.9575560092926025,0.9297102689743042
1498,2224,3075,An efficient online ordering system is implemented when employees receive alerts about an incoming order,When a customer receives a notification from the restaurant staff it makes faster delivery execution possible,An efficient online ordering system makes faster delivery execution possible,0.9165513515472412,0.9287787675857544
1499,798,3077,Different ways of relaxing is the reason people find it relaxing.,People spend their free time doing different activities in.,Different people spend their free time doing different activities in.,0.9344556927680969,0.9505385756492615
1500,2225,3079,Educated people are having more self-confidence.,Conscientious people are having more achievements in the life.,Conscientious people are having more self-confidence.,0.9178981781005859,0.9333329200744629
1501,1265,3084,The biggest reputation killers in the hospitality industry are dirty rooms,"Dirty bed sheets, bed bugs and cockroaches are some examples of examples of unacceptable hygiene","Dirty bed sheets, bed bugs and cockroaches are the biggest reputation killers in the hospitality industry",0.9427371025085449,0.9548744559288025
1502,1760,3085,The main driver of climate change is fossil fuel combustion.,Fossil fuel combustion is a major contributor to air pollution.,The main driver of climate change is a major contributor to air pollution.,0.9999998807907104,1.0000001192092896
1503,308,3086,Ginger relaxes gastrointestinal irritation and lessening gastric contractions.,Ginger reduce the likelihood of acid flowing from your stomach back into your esophagus.,Ginger reduce the likelihood of acid flowing from your stomach back into your esophagus.,0.9649779796600342,0.9547337293624878
1504,2226,3088,Death of a loved one can be a very traumatic experience,Extreme stress can greatly contribute to depression,Death of a loved one can greatly contribute to depression,0.965248703956604,0.9659925699234009
1505,799,3089,For loosing weight you should use a diet which is extremely low in calories and high in protein.,A low-calorie diet promotes weight loss.,For loosing weight you should use a diet which promotes weight loss.,0.9999999403953552,0.9314396977424622
1506,309,3092,Spread infection make people get involve with influenza.,Shaking hands with another person also can spread infection.,Shaking hands with another person also can make people get involve with influenza.,1.0,1.0000001192092896
1507,1761,3093,The bombardment of Kuwait’s oil platforms increased the Carbone Dioxide emission.,Saddam Hussain burned oil platforms.,Saddam Hussain increased the Carbone Dioxide emission.,0.9465327858924866,0.9426996111869812
1508,1266,3094,Omega3 reduces blood pressure levels in people with high blood pressure.,Omega-3s improve risk factors for Heart Disease.,Reduction in blood pressure levels in people with high blood pressure can improve risk factors for Heart Disease.,0.9716503620147705,0.9696398973464966
1509,1267,3095,People spend too much money buying products that are not necessary in their life.,Advertising gives people products that are not necessary in life.,Advertising cause people spend too much money.,0.9630820155143738,0.961961030960083
1510,1268,3097,Most Startups struggle with rapid development,Too much stretching and straining results in too much strain and strain,Most Startups struggle with too much stretching and straining,0.9708960652351379,0.9226865768432617
1511,1269,3098,"In a fascist regime a strong, authoritarian leader gains power and then uses the police force and army to maintain law and order.","In Germany under Hitler, a strong, authoritarian leader gains power and then uses the police force and army to maintain law and order.",In Germany under Hitler was a fascist regime.,0.9959474802017212,0.9951224327087402
1512,310,3099,you don't have access to new revenue streams in a saturated market,"In a saturated market, you can't attract new customers",you don't have access to new revenue streams in a saturated market,0.9318545460700989,0.9270222783088684
1513,311,3100,Tsunamis happen when the earthquake displaces a large amount of water in the ocean.,"The earthquake displaces a large amount of water in the ocean, causing death and destruction.","Tsunamis happen when waves rush inland quickly and powerfully, causing death and destruction.",0.9999998807907104,0.9560695886611938
1514,1270,3101,healthy food is made using fresh vegetables,Organically grown vegetables do not contain any chemical additives,healthy food does not contain any chemical additives,0.9462730288505554,0.9827573299407959
1515,2227,3102,The ideal environment for mold spores to thrive is likely to lead to mold spores,Unattended water damage results in the development of mold cells,Unattended water damage is likely to lead to mold,0.9347228407859802,0.94806969165802
1516,2228,3103,The Russians brutally crushed the Polish protestors.,Capturing opposition leaders opened a path for Germany to have full control on Poland.,The Russians opened a path for Germany to have full control on Poland.,0.9509224891662598,0.9465726613998413
1517,800,3105,Floods can bring the steel structure to a collapse.,Fire can erode the steel columns' strength.,Fire can bring the steel structure to a collapse.,0.9340556859970093,0.9271239042282104
1518,1271,3107,Watermelon is a great source of water,Having a high water content helps you feel full,Watermelon helps you feel full,0.947671115398407,0.9349822402000427
1519,1762,3108,Betty Friedan is one of the most influential nonfiction books of the twentieth century.,Who is often called the mother of the modern women's liberation movement's book is Betty Friedan.,Who is often called the mother of the modern women's liberation movement's book is one of the most influential nonfiction books of the twentieth century.,0.9631115198135376,0.9612605571746826
1520,2229,3110,High levels of omega-3s are linked to decreased risk of heart disease,The Mediterranean diet is rich in omega-3 fatty acids,The Mediterranean diet is linked to decreased risk of heart disease,0.9651033878326416,0.9623796343803406
1521,801,3111,long-term high blood sugar levels can lead to injuries in nerves. ,Damage to nerves can contribute to numbness,long-term high blood sugar levels can contribute to numbness,0.9682589769363403,0.9636831283569336
1522,2230,3112,our baby doesn't like the food we feed him,"our baby makes a sour face when eating, you can know that he/she doesn't like the food",our baby doesn't like the food,0.9067084193229675,0.9149423241615295
1523,1272,3115,Biogas produced from cow dung generally contain methans.,Methane is a major greenhouse gas and contributes to global warming.,Biogas produced from cow dung generally are a major greenhouse gas and contributes to global warming.,0.9570887088775635,0.9390163421630859
1524,2231,3116,Social media exposed privacy and vulnerablity of individuals to strangers. ,Social Media can help in removing obstacles between communication pattern of people.,Social Media exposed privacy and vulnerablity of individuals to strangers.,0.9246649146080017,0.8995271921157837
1525,1273,3118,Consumption of dairy produces diarrhea.,Dairy products are prone to diarrhea.,Lactose intolerant people are prone to diarrhea.,0.897405743598938,0.9083007574081421
1526,802,3120,Wreckage attracts wild predators such as wolves.,War results in the death of soldiers on the battlefield.,War attracts wild predators such as wolves.,0.9200036525726318,0.9364928007125854
1527,2232,3123,The cause of rebellion is to blind teenagers to the long-term consequences associated with her decisions.  ,parents' reaction towards kid’s growing independence may actually encourage disobedience. ,parents' reaction towards kid’s growing independence may actually blind teenagers to the long-term consequences associated with her decisions. ,0.9503798484802246,0.9778079986572266
1528,2233,3126,with droppings in the water level and the shutdown of the indonesian sea lane during ice periods,"when the sea level fell and the Indonesian Seaway closed, cold waters in the Pacific were impeded from flowing into the Indian Ocean",cold waters in the Pacific were impeded from flowing into the Indian Ocean during ice periods,0.8969294428825378,0.9287015199661255
1529,2234,3129,Colin Firth directed “The King’s Speech”.,The King’s Speech received an Oscar for best actor.,Colin Firth received an Oscar for best actor.,0.9625446200370789,0.9821589589118958
1530,803,3130,Ghengiz Khan ordered the Mongolian army to attack Iran.,The invasion of Mongolian troops created a massive bloodbath in Iran.,Ghengiz Khan created a massive bloodbath in Iran.,0.9584049582481384,0.9560799598693848
1531,1763,3133,"Annually, in March and April, Kashan farmers add flower essence to the soil.","To extract the essence of Red flower, farmers boil the flowers with water under high pressure.","Annually, in March and April, Kashan farmers boil the flowers with water under high pressure.",0.9642986059188843,0.953877866268158
1532,1274,3134,Consuming olive oil does not appear to increase the likelihood of weight gain in Mediterranean diet.,Consuming olive oil does not appear to increase the likelihood of weight gain in Mediterranean countries.,Consuming olive oil does not appear to increase the likelihood of weight gain in Mediterranean diet.,0.9089787006378174,0.9113548994064331
1533,1275,3135,Improved short-term memory helps us remember details better,Doing jigsaw puzzles improves our short-term memory,Doing jigsaw puzzles help us remember details better,0.9885509610176086,0.9577111601829529
1534,2235,3137,Using suncreen cream protects skin from damaging UV rays.,A secret of having young skin is protecting it from damaging UV rays.,A secret of having young skin is using suncreen cream.,0.9637060761451721,0.9910798668861389
1535,1276,3138,"for the domestic water to flow through the panels, temperatures should not be below freezing","for the Direct circulation systems to operate correctly, the water has to twist through the board","for the Direct circulation systems to operate correctly, temperatures should not be below freezing",0.957042396068573,0.9094702005386353
1536,1764,3139,Having complicated names on the menu can lead to confusing experiences,Customers leave a bad impression on customers,Having complicated names on the menu can leave a bad impression on customers,0.9660643935203552,0.9332194328308105
1537,1277,3140,Green leafy vegetables – such as spinach are great sources of magnesium.,nuts will help the body with magnesium.,nuts will help the body with turning the food we eat into energy.,0.8772574663162231,0.887293815612793
1538,1278,3141,Mineral and vegetable olvie oils protect hair from damage and breakage and have a moisturizing effect.,For having healthy and beautiful doctors recommand that we must use mak as mak.,For having healthy and beautiful doctors recommand that we must use Mineral and vegetable olvie oils as mak.,0.9951716065406799,0.8903692364692688
1539,312,3142,I have to finish homework every day,I go to school and do homeworks,I am a student,0.878616213798523,0.9419001936912537
1540,1765,3143,Criminal organizations are able to upside-down the social order,People who disrupt the social order can easily assume control of a community,Criminal organizations can easily assume control of a community,0.9286601543426514,0.9574692845344543
1541,1766,3145,Good deeds play an important role in maintaining a joyful spirit.,People's happiness plays the key factor in living a prosperous life. ,Good deeds play the key factor in living a prosperous life,0.9236962795257568,0.9578555822372437
1542,1767,3146,Your online presence can entice customers to buy from you without much extra work on your side,An enhanced online shopping experience allows you to create custom landing pages for different audiences,An enhanced online shopping experience can entice customers to buy from you without much extra work on your side,0.9504513740539551,0.905361533164978
1543,1768,3147,Egg yolks contain very large amount of vitamin D,Vitamin D can lead to too much calcium to build up in the body,too much egg yolks can lead to too much calcium to build up in the body,0.9269567131996155,0.9487282633781433
1544,313,3148,"Mediterranean diets are made up of fruits, vegetables, lean proteins, olive oil and nuts.",The researchers studied more than three hundred obese patients who followed a Mediterranean diet.,"The researchers studied more than three hundred obese patients who followed a diet in which is made up of fruits, vegetables, lean proteins, olive oil and nuts.",0.9876140356063843,1.0000001192092896
1545,314,3149,larger and stronger companies tend to fire their workers in order to cut costs,globalization make some companies to become more extended,globalization make some companies  to fire their workers in order to cut costs,0.9064314365386963,0.936182975769043
1546,315,3153,Drying eyes result in infections and lead to blindness.,"People who do not get enough vitamin A, develop a condition that dries the eyes.","People who do not get enough vitamin A, may result in infections and lead to blindness.",0.9511003494262695,0.9913846850395203
1547,804,3156,Physical activities help people to feel better.,Being well and strong helps hmans to continue a good life., physical activities help hmans to continue a good life.,0.9305576086044312,0.9265714883804321
1548,1769,3157,"Breathelife is a global campaign for clean air, heated by WHO, the Climate and Clean Air Coalition, and UN Enviroment.","Breathelife mobilizing communities to reduce the impact of air pollution in cities, regions and countrues.","A global campaign for clean air, heated by WHO, the Climate and Clean Air Coalition, and UN Enviroment mobilizing communities to reduce the impact of air pollution in cities, regions and countrues.",1.0,0.9888022541999817
1549,1770,3160,advanced technology is the product of intelligent design ,lungs are adapted to a particular purpose.,lungs are the product of intelligent design  in that they are adapted to a particular purpose. ,0.9520179629325867,0.9423444271087646
1550,316,3162,"One reason for an increase in a textbook's complexity is the high level, content specific vocabulary (science, social studies, etc) in textbooks.",Another reason for a lack of understanding is the increase in a textbook's complexity.,"Another reason for a lack of understanding is the high level, content specific vocabulary (science, social studies, etc) in textbooks.",0.9760568141937256,0.9829072952270508
1551,317,3164,The surface of Antarctica is extremely cold.,Extreme cold is inhospitable to most living things.,The surface of Antarctica is inhospitable to most living things.,0.9999998807907104,0.9745185971260071
1552,805,3165,the ability to evade predators made humans craft weapons,predator attack made humans desperate for survival,predator attack made humans craft weapons,0.9209730625152588,0.8960053324699402
1553,318,3168,Poor work production can contribute to poverty. ,nervousness can lead to job loss.,nervousness can contribute to poverty.,0.959496796131134,0.9167850017547607
1554,1771,3170, rusting in pipes is usually noticed on pipes,Moisture problems are caused by excessive heat,Moisture problems are usually noticed on pipes,0.9252161979675293,0.9137246608734131
1555,1772,3173,Less fat helps to stay fit and healthy,skim milk unlike full-cream milk has very little fat,skim milk unlike full-cream milk helps to stay fit and healthy,0.9754947423934937,0.982000470161438
1556,319,3177,The Keltoi is the name given by the Ancient Greeks to a barbaric people who lived to the north of them in central Europe.,"While early Irish art shows some similarities of style to central European art, historians have also recognized many significant differences between the two cultures.","While early Irish art shows some similarities of style to central European art of the name given by the Ancient Greeks to a barbaric people who lived to the north of them in central Europe, historians have also recognized many significant differences between the two cultures.",0.9901477098464966,0.9756835699081421
1557,1279,3178,Interactions between alcohol and certain antibiotics can lead to inadequate antibiotic treatment. ,Widening the effectiveness of antibiotics can lead to taking stronger medicine.,Interactions between alcohol and certain antibiotics can lead to taking stronger medicine.,0.9656841158866882,0.9159587025642395
1558,806,3184,Educated people take up education as a long-term practice,People who embrace learning as a lifelong habit are likely to be aware of the trends,Educated people are likely to be aware of the trends,0.9509444832801819,0.940691351890564
1559,1773,3185,the company was not one of the majority when it was in operation for three or more years,the company was not one of the majority,the company was not one of the majority,0.8498706817626953,0.8586836457252502
1560,807,3187,The dry ingredients and water are quite water-soluble and so are quite durable in water and safe from chemical attack,Hydraulic cements have a chemical reaction between water and dry ingredients which brings about stickiness,Hydraulic cements are not very water-soluble and so are quite durable in water and safe from chemical attack,0.9282463192939758,0.9382484555244446
1561,1280,3189,Asthma happens when tissue that lines the airways to the lungs begins to expand or swell.,The tissue that lines the airways to the lungs begins to expand or swell.,"Asthma happens when cells in the airways begin to produce too much of a thick, sticky substance called mucous.",0.9999998211860657,0.9447731971740723
1562,808,3190,large fishes are a threat for large fishes.,Decades of destructive fishing have resulted in the loss of crucial fish commodities. ,Decades of destructive fishing has resulted in a threat for large fishes,0.9247781038284302,0.97027587890625
1563,809,3191,"In airplane, the air pressure in a plane during flight is lower than at sea level.","When the air pressure is lower than at sea level, it is more difficult for the body to effectively use the same amount of oxygen as it would on the ground.","In airplane, It is more difficult for the body to effectively use the same amount of oxygen as it would on the ground.",0.9864608645439148,0.9619160294532776
1564,1281,3194,Children who have more freedom of expression tend to be more independent,Using social media encourages children to express their feelings,Using social media encourages children to be more independent,0.9674087166786194,0.9604525566101074
1565,320,3195,Steve Rogers implemented the Super Soldier Serum.,Super Soldier Serum gives enhanced body and mind.,Steve Rogers has enhanced body and mind.,0.9549487233161926,0.9547860026359558
1566,1282,3196,Stopping the muscles used for breathing can kill the person.,Nicotin is a substance in tobacco that gives pleasure to smokers.,Nicotin is a substance in tobacco that gives pleasure to smokers which can kill the person.,0.9554459452629089,0.9551092386245728
1567,321,3198,When you're around it for a very long time you're likely to have less enjoyment,When you make yourself a meal you're likely to have less time to yourself,When you make yourself a meal you're likely to have less enjoyment,0.9302369952201843,0.9195567965507507
1568,2236,3199,"when the soil becomes too infertile, and the area is abandoned,shifting cultivation is practiced","in areas with abundant rainfall where the forest regenerates quickly, shifting cultivation is possible","in areas with abundant rainfall where the forest regenerates quickly,the cleared land is used for growing crops for a few years until the soil becomes too infertile, and the area is abandoned",0.921941339969635,0.9588074684143066
1569,1283,3201,Duckweeds have a lot of protein.,Protein can be used as fish supplemental feed.,Duckweeds can be used as fish supplemental feed.,0.9935638904571533,0.9531382918357849
1570,2237,3205,Poverty in most regions forced many youngsters to become footballers.,The major economic issues in Brazil are poverty and unemployment.,The major economic issues in Brazil forced many youngsters to become footballers.,0.9439730644226074,0.9394270181655884
1571,2238,3206,Smartphones play an important role in making people more integrated. ,The communication process helps each other with more convenient ways in problems. ,Smartphones play an important role in helping each other  with more convenient ways in problems,0.959198534488678,0.9463936686515808
1572,1284,3207,There is no cure for PMR.,There are usually diseases which no one knows what causes it.,There is no cure for PMR.,0.8940445780754089,0.9151054620742798
1573,1774,3209,aerosols alter global climate mainly by cooling it,Volcanic eruptions release gases into the air,Volcanic eruptions alter global climate mainly by cooling it,0.9148663282394409,0.9423170685768127
1574,1775,3211,iPhone ruled out every other ordinary cellphones from competition.,Steve Jobs invented the iPhone.,Steve Jobs ruled out every other ordinary cellphones from competition.,0.9792839884757996,0.9636554718017578
1575,1285,3213,the cools and solidifies upon contact with the water at the time of volcanic eruptions contribute to the formation of new islands,Volcanic eruptions bring about the boiling and hardening of volcanic ashes,volcanic eruptions contribute to the formation of new islands,0.913377583026886,0.8953157663345337
1576,1286,3215,Green tea has a faster working metabolism,boosting the metabolic rate helps with burning more fat,Green tea helps with burning more fat,0.9373406767845154,0.9473497867584229
1577,810,3219,Adding peat or compost can return nutrients to the soil.,"If your soil is very dry, you should return nutrients to the soil.","If your soil is very dry, you should add peat or compost.",0.9716241359710693,0.9848991632461548
1578,322,3222,Enhanced education is useful in creating a good investment climate,interactive technology can improve learning outcomes,interactive technology is useful in creating a good investment climate,0.8651222586631775,0.9285974502563477
1579,2239,3225,Living far away from people and their place have plant for eating.,The gorillas live in isolated habitats which have plant for eating.,The gorillas have done well.,0.8937576413154602,0.9327892065048218
1580,1287,3226,violent struggles at school are associated with more aggressive behaviors at school.,children who play a lot on mobile tend to exhibit aggressive behavior.,children who play a lot on mobile tend to violent struggles at school.,0.9162949323654175,0.9571797847747803
1581,1776,3229,you can relax by listening to music,you can get better sleep by reducing stress and anxiety,you can get better sleep by listening to music,0.9255968928337097,0.945928156375885
1582,811,3230,Ovulation occurs when an egg is released from your ovary.,A part of your menstrual cycle is ovulation.,A part of your menstrual cycle occurs when an egg is released from your ovary.,1.000000238418579,0.9585088491439819
1583,812,3231,People who have difficulty in speaking tend to talk less and they choose being alone.,People who have damage in Broca's area tend to have a problem in speech.,People who have damage in Broca's area tend to talk less and they choose being alone.,0.9820677042007446,0.9566298127174377
